title,platform,score,release_year,release_month,release_day,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Untold Legends: Brotherhood of the Blade,PlayStation Portable,7.6,2005,3,23,1869,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.1
Shining Tears,PlayStation 2,6.1,2005,3,23,10873,Role-Playing,Sega,0.05,0.04,0.0,0.01,0.09
ATV Offroad Fury: Blazin' Trails,PlayStation Portable,7.5,2005,4,20,3510,Racing,SouthPeak Games,0.53,0.0,0.0,0.04,0.57
Stolen,PlayStation 2,5.2,2005,4,19,13880,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04
MLB,PlayStation Portable,8.0,2005,4,15,6790,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24
Dead to Rights II,PlayStation 2,6.8,2005,4,12,7589,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.2
Obscure,PlayStation 2,7.6,2005,4,6,12122,Adventure,Microids,0.03,0.03,0.0,0.01,0.07
Shin Megami Tensei: Digital Devil Saga,PlayStation 2,7.8,2005,4,4,9543,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13
Red Ninja: End of Honor,PlayStation 2,4.0,2005,3,29,13577,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04
World Tour Soccer 2006,PlayStation 2,6.5,2005,3,29,8387,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17
Motocross Mania 3,PlayStation 2,3.8,2005,4,29,10449,Racing,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1
Resident Evil Outbreak File #2,PlayStation 2,6.5,2005,4,29,3552,Action,Capcom,0.19,0.15,0.17,0.05,0.57
Enthusia Professional Racing,PlayStation 2,7.2,2005,4,28,8778,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,0.15
Rengoku: The Tower of Purgatory,PlayStation Portable,6.0,2005,4,27,10339,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
FIFA Soccer,PlayStation Portable,7.0,2005,4,25,9994,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12
Area 51,PlayStation 2,8.5,2005,4,21,4341,Shooter,Midway Games,0.22,0.17,0.0,0.06,0.45
Predator: Concrete Jungle,PlayStation 2,5.5,2005,5,6,7724,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2
Stella Deus: The Gate of Eternity,PlayStation 2,7.7,2005,5,5,11694,Strategy,505 Games,0.04,0.03,0.0,0.01,0.08
Hot Shots Golf: Open Tee,PlayStation Portable,8.8,2005,5,4,868,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96
Digimon World 4,PlayStation 2,6.1,2005,6,9,8756,Role-Playing,Atari,0.08,0.06,0.0,0.02,0.15
MVP Baseball,PlayStation Portable,7.5,2005,5,27,7369,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21
Smart Bomb,PlayStation Portable,5.0,2005,5,26,11394,Puzzle,Eidos Interactive,0.07,0.0,0.0,0.01,0.08
Metal Slug 4 & 5,PlayStation 2,6.0,2005,5,26,10124,Shooter,SNK Playmore,0.05,0.04,0.0,0.01,0.11
Finny the Fish & the Seven Waters,PlayStation 2,5.3,2005,5,26,13238,Sports,Sony Computer Entertainment,0.02,0.02,0.0,0.01,0.05
Haunting Ground,PlayStation 2,7.7,2005,5,25,11931,Action,Capcom,0.03,0.03,0.0,0.01,0.07
Samurai Western,PlayStation 2,6.0,2005,6,7,11486,Action,505 Games,0.04,0.03,0.0,0.01,0.08
Cold Winter,PlayStation 2,7.5,2005,5,10,10067,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11
Batman Begins,PlayStation 2,6.8,2005,6,15,3602,Action,Electronic Arts,0.27,0.21,0.0,0.07,0.56
Arc the Lad: End of Darkness,PlayStation 2,6.9,2005,6,15,12344,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06
Madagascar,PlayStation 2,7.0,2005,6,1,1507,Platform,Activision,0.78,0.45,0.0,0.07,1.31
Midnight Club 3: DUB Edition,PlayStation Portable,7.1,2005,6,28,341,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PlayStation 2,3.4,2005,6,28,12546,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06
Fantastic 4,PlayStation 2,6.5,2005,6,28,4011,Action,Activision,0.41,0.01,0.0,0.07,0.5
Juiced,PlayStation 2,6.5,2005,6,10,3811,Racing,THQ,0.26,0.2,0.0,0.07,0.53
Psychonauts,PlayStation 2,8.6,2005,6,21,10887,Platform,Majesco Entertainment,0.05,0.04,0.0,0.01,0.09
Destroy All Humans!,PlayStation 2,7.0,2005,6,20,2209,Shooter,THQ,0.78,0.03,0.0,0.13,0.94
Flipnic: Ultimate Pinball,PlayStation 2,5.2,2005,7,12,12500,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06
NCAA Football 06,PlayStation 2,9.2,2005,7,11,944,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84
Coded Arms,PlayStation Portable,7.0,2005,7,8,2750,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.18,0.75
Dead to Rights: Reckoning,PlayStation Portable,5.0,2005,6,29,9445,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13
Outlaw Tennis,PlayStation 2,7.0,2005,8,3,11600,Sports,Global Star,0.04,0.03,0.0,0.01,0.08
Delta Force: Black Hawk Down,PlayStation 2,5.5,2005,7,28,4291,Shooter,NovaLogic,0.22,0.17,0.0,0.06,0.46
Graffiti Kingdom,PlayStation 2,6.8,2005,7,26,14469,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03
Colosseum: Road to Freedom,PlayStation 2,6.0,2005,7,19,12038,Role-Playing,Tecmo Koei,0.03,0.03,0.0,0.01,0.07
Charlie and the Chocolate Factory,PlayStation 2,4.5,2005,7,19,5348,Adventure,Global Star,0.17,0.13,0.0,0.04,0.35
Death Jr.,PlayStation Portable,7.0,2005,8,12,7845,Platform,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.19
Darkwatch,PlayStation 2,7.6,2005,8,12,5626,Shooter,Ubisoft,0.16,0.12,0.0,0.04,0.32
Makai Kingdom: Chronicles of the Sacred Tome,PlayStation 2,8.1,2005,8,5,9732,Role-Playing,Tecmo Koei,0.06,0.05,0.0,0.02,0.12
Madden NFL 06,PlayStation 2,8.8,2005,8,5,212,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91
Big Mutha Truckers 2,PlayStation 2,5.5,2005,8,24,7727,Racing,Xplosiv,0.1,0.07,0.0,0.03,0.2
Namco Museum Battle Collection,PlayStation Portable,7.5,2005,8,24,1881,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.09
Beat Down: Fists of Vengeance,PlayStation 2,4.6,2005,8,23,8376,Action,Capcom,0.04,0.03,0.09,0.01,0.17
The Incredible Hulk: Ultimate Destruction,PlayStation 2,8.4,2005,8,16,3756,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54
NASCAR 06: Total Team Control,PlayStation 2,8.5,2005,9,1,3197,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63
Namco Museum: 50th Anniversary,PlayStation 2,5.0,2005,8,31,303,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98
InuYasha: Feudal Combat,PlayStation 2,4.0,2005,8,30,6417,Fighting,Namco Bandai Games,0.13,0.1,0.0,0.03,0.27
NHRA Championship Drag Racing,PlayStation 2,7.3,2005,8,29,6858,Racing,ValuSoft,0.12,0.09,0.0,0.03,0.24
Gretzky NHL 06,PlayStation 2,6.8,2005,9,21,9142,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
X-Men Legends II: Rise of Apocalypse,PlayStation 2,8.5,2005,9,21,3186,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63
Mortal Kombat: Shaolin Monks,PlayStation 2,8.0,2005,9,16,2953,Action,Midway Games,0.58,0.02,0.0,0.09,0.69
World Series of Poker,PlayStation 2,3.5,2005,9,16,4214,Misc,Activision,0.39,0.01,0.0,0.06,0.47
Genji: Dawn of the Samurai,PlayStation 2,7.0,2005,9,16,7073,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
NHL 06,PlayStation 2,8.5,2005,9,8,3495,Sports,Electronic Arts,0.48,0.02,0.0,0.08,0.58
Sly 3: Honor Among Thieves,PlayStation 2,8.1,2005,9,21,2496,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83
Urban Reign,PlayStation 2,6.6,2005,9,21,11649,Action,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08
Legend of Kay,PlayStation 2,7.5,2005,9,21,12987,Action,JoWood Productions,0.03,0.02,0.0,0.01,0.05
GripShift,PlayStation Portable,7.5,2005,9,13,10953,Racing,Ubisoft,0.08,0.0,0.0,0.01,0.09
Scooby-Doo! Unmasked,PlayStation 2,6.9,2005,9,13,6699,Platform,THQ,0.12,0.1,0.0,0.03,0.25
Tom Clancy's Rainbow Six: Lockdown,PlayStation 2,7.6,2005,9,8,5326,Shooter,Ubisoft,0.17,0.13,0.0,0.04,0.35
Burnout Revenge,PlayStation 2,8.9,2005,9,8,2301,Racing,Electronic Arts,0.75,0.03,0.0,0.12,0.9
NHL 2K6,PlayStation 2,8.7,2005,9,7,4579,Sports,Take-Two Interactive,0.21,0.16,0.0,0.05,0.42
Radiata Stories,PlayStation 2,8.0,2005,9,7,3102,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65
Frantix,PlayStation Portable,6.0,2005,9,20,11291,Puzzle,Ubisoft,0.08,0.0,0.0,0.01,0.08
The Suffering: Ties That Bind,PlayStation 2,8.1,2005,9,20,8209,Action,Midway Games,0.09,0.07,0.0,0.02,0.17
Burnout Legends,PlayStation Portable,8.5,2005,9,13,2444,Racing,Electronic Arts,0.7,0.06,0.0,0.09,0.85
Armored Core: Nine Breaker,PlayStation 2,5.5,2005,9,19,12196,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07
Madden NFL 06,PlayStation Portable,8.5,2005,9,19,2749,Sports,Electronic Arts,0.69,0.0,0.0,0.06,0.75
Indigo Prophecy,PlayStation 2,8.4,2005,9,19,8834,Adventure,Atari,0.07,0.06,0.0,0.02,0.15
Dance Dance Revolution Extreme 2,PlayStation 2,7.5,2005,10,3,1789,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14
FIFA Soccer 06,PlayStation 2,8.7,2005,9,30,270,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
DICE: DNA Integrated Cybernetic Enterprises,PlayStation 2,5.5,2005,9,29,14588,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.03
NBA 2K6,PlayStation 2,8.0,2005,9,26,2365,Action,Take-Two Interactive,0.43,0.34,0.0,0.11,0.88
Frogger: Ancient Shadow,PlayStation 2,5.3,2005,9,27,10457,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1
Top Spin,PlayStation 2,7.4,2005,9,27,10431,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1
Midway Arcade Treasures 3,PlayStation 2,8.0,2005,9,23,8539,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16
Total Overdose: A Gunslinger's Tale in Mexico,PlayStation 2,8.0,2005,9,26,10974,Shooter,Eidos Interactive,0.04,0.04,0.0,0.01,0.09
Tiger Woods PGA Tour 06,PlayStation Portable,8.5,2005,9,26,7703,Sports,Electronic Arts,0.18,0.0,0.0,0.01,0.2
Tiger Woods PGA Tour 06,PlayStation 2,8.4,2005,9,22,2334,Sports,Electronic Arts,0.74,0.03,0.0,0.12,0.89
World Series of Poker,PlayStation Portable,3.3,2005,9,22,7412,Misc,Activision,0.19,0.0,0.0,0.02,0.21
Marvel Nemesis: Rise of the Imperfects,PlayStation 2,5.0,2005,9,22,2670,Fighting,Electronic Arts,0.64,0.02,0.0,0.1,0.77
Ultimate Spider-Man,PlayStation 2,8.3,2005,9,22,2829,Action,Activision,0.6,0.02,0.0,0.1,0.72
SSX On Tour,PlayStation 2,8.8,2005,10,10,3868,Sports,Electronic Arts,0.25,0.2,0.0,0.07,0.52
Frogger: Helmet Chaos,PlayStation Portable,6.8,2005,10,10,10243,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
SOCOM 3: U.S. Navy SEALs,PlayStation 2,9.0,2005,10,7,1059,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,PlayStation 2,6.0,2005,10,6,5373,Adventure,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34
Devil Kings,PlayStation 2,5.9,2005,10,14,6714,Action,Capcom,0.03,0.03,0.18,0.01,0.25
DT Racer,PlayStation 2,3.2,2005,10,13,9603,Racing,XS Games,0.06,0.05,0.0,0.02,0.13
L.A. Rush,PlayStation 2,5.6,2005,10,13,4187,Racing,Midway Games,0.23,0.18,0.0,0.06,0.47
SSX On Tour,PlayStation Portable,8.4,2005,10,10,6990,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23
Castlevania: Curse of Darkness,PlayStation 2,7.8,2005,10,31,4649,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,0.42
From Russia With Love,PlayStation 2,7.9,2005,10,31,4774,Action,Electronic Arts,0.34,0.01,0.0,0.06,0.41
Sniper Elite,PlayStation 2,7.6,2005,10,18,7753,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19
NCAA March Madness 06,PlayStation 2,8.7,2005,10,18,3762,Sports,Electronic Arts,0.45,0.02,0.0,0.07,0.53
Jak X: Combat Racing,PlayStation 2,8.0,2005,10,18,3682,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,0.55
Grand Theft Auto: Liberty City Stories,PlayStation Portable,9.0,2005,10,24,91,Action,Take-Two Interactive,2.9,2.83,0.24,1.75,7.72
Shrek SuperSlam,PlayStation 2,7.0,2005,10,28,4006,Action,Activision,0.24,0.19,0.0,0.06,0.5
FIFA Soccer 06,PlayStation Portable,7.4,2005,10,28,10048,Sports,Electronic Arts,0.1,0.01,0.0,0.01,0.11
Blitz: The League,PlayStation 2,7.2,2005,10,18,2330,Sports,Unknown,0.74,0.03,0.0,0.12,0.89
Battlefield 2: Modern Combat,PlayStation 2,8.5,2005,10,18,4435,Shooter,Electronic Arts,0.37,0.01,0.0,0.06,0.44
Conflict: Global Terror,PlayStation 2,6.0,2005,10,18,7887,Shooter,Eidos Interactive,0.09,0.07,0.0,0.02,0.19
NBA Live 06,PlayStation Portable,7.8,2005,10,17,4615,Sports,Electronic Arts,0.39,0.0,0.0,0.03,0.42
World Poker Tour,PlayStation 2,7.0,2005,10,24,7366,Misc,Take-Two Interactive,0.1,0.08,0.0,0.03,0.21
Spartan: Total Warrior,PlayStation 2,7.9,2005,10,24,7144,Action,Sega,0.11,0.09,0.0,0.03,0.22
Resident Evil 4,PlayStation 2,9.5,2005,10,21,351,Action,Capcom,2.08,0.83,0.46,0.25,3.62
The Sims 2,PlayStation 2,8.5,2005,10,27,2561,Simulation,Electronic Arts,0.67,0.03,0.0,0.11,0.81
The Warriors,PlayStation 2,8.7,2005,10,17,3812,Action,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53
Shadow of the Colossus,PlayStation 2,9.7,2005,10,17,1786,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14
Crash Tag Team Racing,PlayStation 2,7.4,2005,10,21,3703,Racing,Vivendi Games,0.27,0.21,0.0,0.07,0.54
Gretzky NHL 06,PlayStation Portable,7.0,2005,10,21,9101,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14
Ratchet: Deadlocked,PlayStation 2,8.8,2005,10,27,1599,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24
Ghost in the Shell: Stand Alone Complex,PlayStation Portable,6.2,2005,10,19,12013,Adventure,Atari,0.06,0.0,0.0,0.01,0.07
The Con,PlayStation Portable,6.2,2005,10,25,7633,Fighting,Sony Computer Entertainment,0.18,0.0,0.0,0.02,0.2
X-Men Legends II: Rise of Apocalypse,PlayStation Portable,8.4,2005,10,25,5967,Role-Playing,Activision,0.25,0.01,0.0,0.03,0.29
Gun,PlayStation 2,8.0,2005,11,8,1723,Shooter,Activision,0.98,0.04,0.0,0.16,1.17
Taito Legends,PlayStation 2,7.8,2005,11,8,10043,Misc,Empire Interactive,0.06,0.04,0.0,0.01,0.11
SOCOM: U.S. Navy SEALs Fireteam Bravo,PlayStation Portable,8.3,2005,11,7,1827,Shooter,Sony Computer Entertainment,1.03,0.0,0.01,0.08,1.12
Suikoden Tactics,PlayStation 2,7.3,2005,11,7,7524,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2
Without Warning,PlayStation 2,4.0,2005,11,4,14000,Shooter,Capcom,0.02,0.01,0.0,0.0,0.04
Heroes of the Pacific,PlayStation 2,8.1,2005,11,4,6039,Simulation,Codemasters,0.14,0.11,0.0,0.04,0.29
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PlayStation 2,5.5,2005,11,3,7664,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2
Fatal Frame III: The Tormented,PlayStation 2,7.8,2005,11,3,11410,Action,Take-Two Interactive,0.04,0.03,0.0,0.01,0.08
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PlayStation 2,8.3,2005,11,11,4506,Action,Disney Interactive Studios,0.36,0.01,0.0,0.06,0.43
RPG Maker 3,PlayStation 2,7.0,2005,11,10,12256,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06
Harry Potter and the Goblet of Fire,PlayStation Portable,7.5,2005,11,10,7682,Action,Electronic Arts,0.17,0.01,0.0,0.02,0.2
Kingdom of Paradise,PlayStation Portable,7.8,2005,11,9,8821,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15
The Matrix: Path of Neo,PlayStation 2,7.8,2005,11,9,4030,Action,Atari,0.41,0.01,0.0,0.07,0.49
Neopets: The Darkest Faerie,PlayStation 2,6.5,2005,11,15,5855,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3
Dynasty Warriors 5: Xtreme Legends,PlayStation 2,5.2,2005,11,15,3540,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57
The Bible Game,PlayStation 2,6.5,2005,11,14,7536,Misc,Crave Entertainment,0.1,0.08,0.0,0.03,0.2
Karaoke Revolution Party,PlayStation 2,7.7,2005,11,14,5845,Misc,Konami Digital Entertainment,0.15,0.12,0.0,0.04,0.3
Aeon Flux,PlayStation 2,7.8,2005,11,14,13720,Action,THQ,0.02,0.02,0.0,0.01,0.04
Infected,PlayStation Portable,7.6,2005,11,14,8692,Shooter,THQ,0.14,0.0,0.0,0.01,0.16
The Hustle: Detroit Streets,PlayStation Portable,6.5,2005,11,11,11709,Sports,Deep Silver,0.07,0.0,0.0,0.01,0.08
Harry Potter and the Goblet of Fire,PlayStation 2,7.2,2005,11,11,3122,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65
World Championship Poker 2: Featuring Howard Lederer,PlayStation 2,7.0,2005,11,21,5440,Misc,Oxygen Interactive,0.16,0.13,0.0,0.04,0.34
50 Cent: Bulletproof,PlayStation 2,6.5,2005,11,21,981,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77
EyeToy: Operation Spy,PlayStation 2,6.0,2005,11,17,10742,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1
True Crime: New York City,PlayStation 2,7.8,2005,11,16,2723,Action,Activision,0.57,0.02,0.07,0.09,0.76
Dragon Quest VIII: Journey of the Cursed King,PlayStation 2,9.0,2005,11,16,181,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21
Pac-Man World 3,PlayStation 2,6.9,2005,11,16,7382,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21
The Legend of Heroes: A Tear of Vermillion,PlayStation Portable,5.5,2005,11,16,10890,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09
The Incredibles: Rise of the Underminer,PlayStation 2,6.0,2005,12,1,5188,Action,THQ,0.18,0.14,0.0,0.05,0.36
Prince of Persia: The Two Thrones,PlayStation 2,8.8,2005,12,1,2987,Action,Ubisoft,0.57,0.02,0.0,0.09,0.68
Magna Carta: Tears of Blood,PlayStation 2,6.0,2005,11,22,7250,Role-Playing,505 Games,0.11,0.08,0.0,0.03,0.22
EyeToy: Kinetic,PlayStation 2,8.0,2005,11,22,8212,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17
Crash Tag Team Racing,PlayStation Portable,7.0,2005,12,7,6476,Racing,Vivendi Games,0.16,0.06,0.0,0.04,0.26
Cabela's Dangerous Hunts 2,PlayStation 2,6.1,2005,12,6,4947,Sports,Activision,0.19,0.15,0.0,0.05,0.39
Tokobot,PlayStation Portable,7.5,2005,12,6,12204,Platform,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07
Dora the Explorer: Journey to the Purple Planet,PlayStation 2,7.0,2005,12,6,6772,Adventure,Global Star,0.12,0.09,0.0,0.03,0.24
PoPoLoCrois,PlayStation Portable,7.4,2005,12,5,12611,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06
Ultimate Block Party,PlayStation Portable,8.0,2005,12,23,14287,Puzzle,505 Games,0.03,0.0,0.0,0.0,0.03
Gauntlet: Seven Sorrows,PlayStation 2,7.0,2005,12,14,4804,Role-Playing,Midway Games,0.2,0.15,0.0,0.05,0.4
Ford vs. Chevy,PlayStation 2,6.0,2005,12,20,7174,Racing,Global Star,0.11,0.09,0.0,0.03,0.22
Prince of Persia: Revelations,PlayStation Portable,6.0,2005,12,20,7397,Adventure,Ubisoft,0.18,0.01,0.0,0.02,0.21
Pac-Man World 3,PlayStation Portable,6.9,2005,12,13,11674,Platform,Namco Bandai Games,0.07,0.0,0.0,0.01,0.08
Stuart Little 3: Big Photo Adventure,PlayStation 2,7.0,2005,12,13,11660,Platform,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08
Ape Escape Academy,PlayStation Portable,5.5,2006,1,19,5463,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.05,0.33
The Sims 2,PlayStation Portable,7.5,2005,12,8,1402,Simulation,Electronic Arts,0.49,0.56,0.0,0.33,1.38
Flow: Urban Dance Uprising,PlayStation 2,7.0,2005,12,8,14028,Misc,Ubisoft,0.02,0.01,0.0,0.0,0.04
MVP 06 NCAA Baseball,PlayStation 2,8.5,2006,1,13,2757,Sports,Electronic Arts,0.62,0.02,0.0,0.1,0.75
Wild ARMs 4,PlayStation 2,7.8,2006,1,12,9025,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14
Ape Escape 3,PlayStation 2,8.3,2006,1,12,9507,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
PQ: Practical Intelligence Quotient,PlayStation Portable,7.4,2006,1,12,11670,Puzzle,D3Publisher,0.07,0.0,0.0,0.01,0.08
TOCA Race Driver 3,PlayStation 2,8.7,2006,2,14,11321,Racing,Codemasters,0.04,0.03,0.0,0.01,0.08
Midway Arcade Treasures: Extended Play,PlayStation Portable,6.0,2006,2,13,6826,Misc,Midway Games,0.21,0.01,0.0,0.02,0.24
Grandia III,PlayStation 2,7.6,2006,2,10,4040,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49
Rugby 06,PlayStation 2,8.3,2006,2,10,13264,Sports,Electronic Arts,0.02,0.02,0.0,0.01,0.05
Tales of Legendia,PlayStation 2,7.7,2006,2,7,4075,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49
World Championship Poker 2: Featuring Howard Lederer,PlayStation Portable,6.5,2006,2,21,9309,Misc,505 Games,0.12,0.0,0.0,0.01,0.14
Arena Football,PlayStation 2,8.0,2006,2,3,3567,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56
World Soccer Winning Eleven 9,PlayStation 2,8.8,2006,2,6,293,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
MLB 06: The Show,PlayStation 2,8.0,2006,2,28,2219,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94
Fight Night Round 3,PlayStation 2,8.0,2006,2,17,1188,Fighting,Electronic Arts,1.07,0.4,0.0,0.1,1.56
American Chopper 2: Full Throttle,PlayStation 2,6.0,2006,2,16,8134,Racing,Zoo Digital Publishing,0.09,0.07,0.0,0.02,0.18
Drakengard 2,PlayStation 2,6.3,2006,2,16,9476,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13
Mega Man Maverick Hunter X,PlayStation Portable,8.0,2006,1,31,5752,Platform,Capcom,0.27,0.01,0.0,0.03,0.31
Fight Night Round 3,PlayStation Portable,6.7,2006,2,27,3833,Fighting,Electronic Arts,0.46,0.02,0.0,0.05,0.52
MX vs. ATV Unleashed: On the Edge,PlayStation Portable,8.3,2006,2,27,2954,Racing,THQ,0.64,0.0,0.0,0.05,0.69
Curious George,PlayStation 2,5.5,2006,2,16,9772,Action,Namco Bandai Games,0.06,0.05,0.0,0.02,0.12
Exit,PlayStation Portable,6.8,2006,2,15,11383,Puzzle,Ubisoft,0.07,0.0,0.0,0.01,0.08
Torino 2006,PlayStation 2,4.4,2006,1,23,9588,Sports,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13
Dragon Ball Z: Shin Budokai,PlayStation Portable,7.0,2006,3,7,3688,Fighting,Atari,0.26,0.08,0.13,0.07,0.55
State of Emergency 2,PlayStation 2,5.3,2006,2,23,11403,Shooter,SouthPeak Games,0.04,0.03,0.0,0.01,0.08
Sonic Riders,PlayStation 2,6.2,2006,2,23,3952,Racing,Sega,0.42,0.02,0.0,0.07,0.5
Marc Ecko's Getting Up: Contents Under Pressure,PlayStation 2,7.0,2006,2,15,12865,Action,Atari,0.03,0.02,0.0,0.01,0.05
Ys: The Ark of Napishtim,PlayStation Portable,5.6,2006,3,6,13350,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05
Onimusha: Dawn of Dreams,PlayStation 2,8.8,2006,3,3,3164,Action,Capcom,0.15,0.12,0.34,0.04,0.64
Black,PlayStation 2,8.7,2006,2,22,1594,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25
Pursuit Force,PlayStation Portable,8.4,2006,3,3,8405,Racing,Sony Computer Entertainment,0.14,0.01,0.0,0.02,0.17
Street Supremacy,PlayStation Portable,2.5,2006,3,3,14266,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03
24: The Game,PlayStation 2,4.2,2006,3,2,5861,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3
MLB 06: The Show,PlayStation Portable,8.3,2006,3,1,5343,Sports,Sony Computer Entertainment,0.32,0.0,0.0,0.03,0.35
Bode Miller Alpine Skiing,PlayStation 2,3.2,2006,3,1,14894,Sports,Valcon Games,0.01,0.01,0.0,0.0,0.03
FIFA Street 2,PlayStation 2,6.0,2006,2,28,5145,Sports,Electronic Arts,0.17,0.13,0.02,0.04,0.37
Final Fight: Streetwise,PlayStation 2,3.6,2006,2,28,12833,Action,Capcom,0.03,0.02,0.0,0.01,0.05
CMT Presents: Karaoke Revolution Country,PlayStation 2,7.2,2006,3,21,12663,Misc,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06
The Godfather,PlayStation 2,7.9,2006,3,21,1885,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09
Capcom Classics Collection Remixed,PlayStation Portable,7.4,2006,3,17,5918,Misc,Capcom,0.27,0.0,0.0,0.03,0.3
