title,platform,score,release_year,release_month,release_day,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Knockout Kings 2002,PlayStation 2,8.9,2002,3,8,2281,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91
World of Outlaws: Sprint Cars 2002,PlayStation 2,7.3,2002,4,3,4144,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48
Army Men: RTS,PlayStation 2,5.4,2002,4,1,10162,Strategy,3DO,0.05,0.04,0.0,0.01,0.11
Smash Court Tennis Pro Tournament,PlayStation 2,8.0,2002,3,29,8245,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17
King's Field: The Ancient City,PlayStation 2,6.6,2002,3,27,10657,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1
WRC: World Rally Championship,PlayStation 2,8.7,2002,3,22,6740,Racing,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.25
Virtua Fighter 4,PlayStation 2,9.3,2002,3,19,962,Fighting,Sega,0.78,0.44,0.56,0.04,1.81
Top Angler: Real Bass Fishing,PlayStation 2,3.9,2002,4,12,10239,Sports,Xicat Interactive,0.05,0.04,0.0,0.01,0.11
Scooby-Doo! Night of 100 Frights,PlayStation 2,6.7,2002,6,5,788,Platform,THQ,1.17,0.72,0.0,0.22,2.1
Way of the Samurai,PlayStation 2,7.8,2002,6,4,3879,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51
Tetris Worlds,PlayStation 2,3.8,2002,4,4,802,Puzzle,THQ,1.11,0.71,0.0,0.27,2.08
Savage Skies,PlayStation 2,4.0,2002,4,3,11231,Shooter,Big Ben Interactive,0.04,0.03,0.0,0.01,0.09
Deus Ex: The Conspiracy,PlayStation 2,7.9,2002,5,1,7432,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21
Medal of Honor: Frontline,PlayStation 2,8.0,2002,6,3,115,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83
Test Drive,PlayStation 2,7.7,2002,6,3,1457,Racing,Atari,0.95,0.21,0.01,0.18,1.34
Looney Tunes: Space Race,PlayStation 2,6.9,2002,5,30,7694,Racing,Infogrames,0.1,0.08,0.0,0.03,0.2
Headhunter,PlayStation 2,8.4,2002,5,14,5009,Action,Sega,0.19,0.15,0.0,0.05,0.38
The Operative: No One Lives Forever,PlayStation 2,6.9,2002,4,23,9162,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14
Aggressive Inline,PlayStation 2,9.4,2002,5,29,5329,Sports,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.35
Britney's Dance Beat,PlayStation 2,5.5,2002,5,9,6799,Misc,THQ,0.12,0.09,0.0,0.03,0.24
2002 FIFA World Cup,PlayStation 2,8.3,2002,4,23,3407,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59
"Monsters, Inc.",PlayStation 2,2.9,2002,4,18,5689,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32
Spider-Man: The Movie,PlayStation 2,8.4,2002,4,17,242,Action,Activision,2.71,1.51,0.03,0.23,4.48
RedCard 20-03,PlayStation 2,7.2,2002,4,16,12151,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07
Freekstyle,PlayStation 2,8.2,2002,6,17,1942,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06
F1 2002,PlayStation 2,7.6,2002,6,13,9992,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12
Dropship: United Peace Force,PlayStation 2,7.9,2002,6,13,10487,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1
Monster Jam: Maximum Destruction,PlayStation 2,3.6,2002,6,12,3108,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65
Endgame,PlayStation 2,3.5,2002,6,11,11628,Shooter,Empire Interactive,0.04,0.03,0.0,0.01,0.08
Sky Gunner,PlayStation 2,7.8,2002,6,25,11776,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.07
Downforce,PlayStation 2,7.1,2002,6,24,13044,Racing,Avalon Interactive,0.03,0.02,0.0,0.01,0.05
Legion: The Legend of Excalibur,PlayStation 2,7.8,2002,6,20,7136,Action,Midway Games,0.11,0.09,0.0,0.03,0.22
Stuntman,PlayStation 2,8.6,2002,6,19,1198,Racing,Atari,0.76,0.59,0.0,0.2,1.55
WipEout Fusion,PlayStation 2,9.0,2002,6,18,6672,Racing,Sony Computer Entertainment,0.12,0.1,0.0,0.03,0.25
Fireblade,PlayStation 2,7.7,2002,7,9,8149,Action,Midway Games,0.09,0.07,0.0,0.02,0.18
LEGO Soccer Mania,PlayStation 2,5.5,2002,7,1,11358,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.08
Barbarian,PlayStation 2,7.8,2002,6,28,9001,Fighting,Titus,0.07,0.06,0.0,0.02,0.14
Romance of the Three Kingdoms VII,PlayStation 2,8.5,2002,6,27,5685,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32
Pac-Man Fever,PlayStation 2,4.5,2002,9,4,3883,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.51
Blade II,PlayStation 2,4.9,2002,9,4,5803,Action,Activision,0.15,0.12,0.0,0.04,0.31
Commandos 2: Men of Courage,PlayStation 2,7.0,2002,9,4,8139,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18
Turok: Evolution,PlayStation 2,6.3,2002,9,3,1511,Shooter,Acclaim Entertainment,0.64,0.5,0.0,0.17,1.31
Onimusha 2: Samurai's Destiny,PlayStation 2,8.9,2002,8,26,716,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25
SOCOM: U.S. Navy SEALs,PlayStation 2,7.5,2002,8,26,343,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
The Thing,PlayStation 2,8.3,2002,8,20,4421,Adventure,Vivendi Games,0.22,0.17,0.0,0.06,0.44
WTA Tour Tennis,PlayStation 2,4.5,2002,7,29,12878,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.05
Shifters,PlayStation 2,4.0,2002,7,25,13012,Adventure,3DO,0.03,0.02,0.0,0.01,0.05
Street Hoops,PlayStation 2,6.7,2002,8,14,2277,Sports,Activision,0.45,0.35,0.0,0.12,0.91
NFL Blitz 20-03,PlayStation 2,7.8,2002,8,13,4487,Sports,Midway Games,0.21,0.17,0.0,0.06,0.44
The Mark of Kri,PlayStation 2,8.8,2002,7,19,4270,Action,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46
NCAA Football 2003,PlayStation 2,8.9,2002,7,19,1346,Sports,Electronic Arts,1.16,0.08,0.0,0.19,1.44
NCAA GameBreaker 2003,PlayStation 2,5.5,2002,8,12,7020,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
NFL 2K3,PlayStation 2,9.2,2002,8,9,1493,Sports,Atari,1.06,0.08,0.0,0.18,1.32
Mat Hoffman's Pro BMX 2,PlayStation 2,8.1,2002,8,13,4226,Sports,Activision,0.23,0.18,0.0,0.06,0.46
Madden NFL 2003,PlayStation 2,9.1,2002,8,8,280,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
Hidden Invasion,PlayStation 2,3.5,2002,8,6,11532,Shooter,Swing! Entertainment,0.04,0.03,0.0,0.01,0.08
Kelly Slater's Pro Surfer,PlayStation 2,8.9,2002,9,18,5488,Sports,Activision,0.16,0.13,0.0,0.04,0.33
Tekken 4,PlayStation 2,9.0,2002,9,24,386,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
NBA ShootOut 2003,PlayStation 2,7.3,2002,9,24,7123,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
Burnout 2: Point of Impact,PlayStation 2,9.0,2002,9,24,2449,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85
Summoner 2,PlayStation 2,8.4,2002,9,17,7405,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21
Kingdom Hearts,PlayStation 2,9.0,2002,9,16,132,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4
Dino Stalker,PlayStation 2,4.0,2002,9,16,7194,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22
Sly Cooper and the Thievius Raccoonus,PlayStation 2,8.5,2002,9,20,1657,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21
Robotech: Battlecry,PlayStation 2,8.2,2002,9,20,3295,Shooter,TDK Mediactive,0.3,0.23,0.0,0.08,0.61
Tiny Toon Adventures: Plucky's Big Adventure,PlayStation,2.3,2002,9,20,6282,Action,Conspiracy Entertainment,0.15,0.1,0.0,0.02,0.27
Conflict: Desert Storm,PlayStation 2,5.5,2002,10,2,1184,Shooter,Gotham Games,0.98,0.53,0.0,0.06,1.57
Dual Hearts,PlayStation 2,7.0,2002,10,1,12856,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
Ferrari F355 Challenge,PlayStation 2,7.8,2002,9,30,13004,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05
SEGA Bass Fishing Duel,PlayStation 2,7.0,2002,9,30,8224,Sports,Sega,0.09,0.07,0.0,0.02,0.17
Grandia Xtreme,PlayStation 2,7.5,2002,9,30,5033,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38
Superman: Shadow of Apokolips,PlayStation 2,7.0,2002,9,26,4607,Action,Atari,0.21,0.16,0.0,0.05,0.42
Egg Mania: Eggstreme Madness,PlayStation 2,6.3,2002,9,25,14401,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03
Defender,PlayStation 2,7.5,2002,10,22,4798,Misc,Midway Games,0.2,0.15,0.0,0.05,0.4
Contra: Shattered Soldier,PlayStation 2,8.0,2002,10,22,3481,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58
X-Men: Next Dimension,PlayStation 2,7.2,2002,10,21,4156,Fighting,Activision,0.23,0.18,0.0,0.06,0.47
The Lord of the Rings: The Two Towers,PlayStation 2,8.3,2002,10,21,228,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67
The Lord of the Rings: The Fellowship of the Ring,PlayStation 2,7.5,2002,10,17,1668,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2
Wild ARMs 3,PlayStation 2,7.9,2002,10,16,3245,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62
Ty the Tasmanian Tiger,PlayStation 2,7.9,2002,10,16,1724,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17
Legaia 2: Duel Saga,PlayStation 2,7.5,2002,10,15,6549,Role-Playing,Eidos Interactive,0.13,0.1,0.0,0.03,0.26
BloodRayne,PlayStation 2,7.5,2002,10,14,4647,Shooter,Universal Interactive,0.2,0.16,0.0,0.05,0.42
NBA 2K3,PlayStation 2,8.7,2002,10,7,1978,Sports,Sega,0.51,0.4,0.0,0.13,1.05
Sub Rebellion,PlayStation 2,7.0,2002,10,11,11585,Simulation,Metro 3D,0.04,0.03,0.0,0.01,0.08
TimeSplitters 2,PlayStation 2,9.1,2002,10,7,2936,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,0.7
Need for Speed: Hot Pursuit 2,PlayStation 2,9.0,2002,10,3,782,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11
NHL 2003,PlayStation 2,8.6,2002,10,3,2220,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93
Silent Scope 3,PlayStation 2,4.0,2002,10,11,8562,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16
Antz Extreme Racing,PlayStation 2,2.4,2002,10,10,13768,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04
Evolution Skateboarding,PlayStation 2,3.0,2002,10,10,6530,Sports,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26
Myst III: Exile,PlayStation 2,2.0,2002,10,3,6251,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28
Red Faction II,PlayStation 2,9.2,2002,10,9,1258,Shooter,THQ,0.49,0.78,0.0,0.23,1.5
NBA Live 2003,PlayStation 2,8.7,2002,10,8,1106,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66
Hitman 2: Silent Assassin,PlayStation 2,8.4,2002,10,2,483,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
FIFA Soccer 2003,PlayStation 2,8.3,2002,11,1,393,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
Tiger Woods PGA Tour 2003,PlayStation 2,8.9,2002,10,28,1120,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64
Grand Theft Auto: Vice City,PlayStation 2,9.7,2002,10,28,25,Action,Take-Two Interactive,8.41,5.49,0.47,1.78,16.15
Reign of Fire,PlayStation 2,6.0,2002,10,23,6389,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27
Tony Hawk's Pro Skater 4,PlayStation 2,9.3,2002,10,23,340,Sports,Activision,2.13,1.18,0.01,0.35,3.67
NHL 2K3,PlayStation 2,8.7,2002,11,11,7470,Sports,Sega,0.1,0.08,0.0,0.03,0.21
Rally Fusion: Race of Champions,PlayStation 2,8.0,2002,11,12,9492,Racing,Activision,0.06,0.05,0.0,0.02,0.13
WWE SmackDown! Shut Your Mouth,PlayStation 2,8.2,2002,11,7,467,Sports,THQ,1.45,1.13,0.07,0.38,3.02
NHL FaceOff 2003,PlayStation 2,5.2,2002,11,5,7128,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
V-Rally 3,PlayStation 2,8.8,2002,11,5,12806,Racing,Atari,0.03,0.02,0.0,0.01,0.06
ATV Offroad Fury 2,PlayStation 2,9.0,2002,11,12,749,Racing,THQ,1.92,0.2,0.0,0.06,2.18
NCAA Final Four 2003,PlayStation 2,6.0,2002,11,11,7775,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19
Dr. Muto,PlayStation 2,8.5,2002,11,11,8540,Platform,Midway Games,0.08,0.06,0.0,0.02,0.16
Rocky,PlayStation 2,8.3,2002,11,11,2418,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86
The Simpsons Skateboarding,PlayStation 2,2.5,2002,11,19,1233,Sports,Electronic Arts,0.36,0.9,0.0,0.27,1.52
Marvel vs. Capcom 2: New Age of Heroes,PlayStation 2,8.4,2002,11,18,2719,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76
Dead to Rights,PlayStation 2,8.1,2002,11,18,1434,Shooter,Electronic Arts,0.67,0.52,0.0,0.17,1.36
Total Immersion Racing,PlayStation 2,5.8,2002,11,15,10385,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11
Fighter Maker 2,PlayStation 2,7.5,2002,11,18,12088,Fighting,Enterbrain,0.03,0.03,0.0,0.01,0.07
Shox,PlayStation 2,7.8,2002,11,14,10819,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.09
BMX XXX,PlayStation 2,6.0,2002,11,13,8979,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15
Rygar: The Legendary Adventure,PlayStation 2,8.4,2002,11,22,4240,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46
Activision Anthology,PlayStation 2,8.5,2002,11,21,3969,Misc,Activision,0.25,0.19,0.0,0.06,0.5
Island Xtreme Stunts,PlayStation 2,5.0,2002,11,21,10976,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.09
Shrek Super Party,PlayStation 2,2.9,2002,11,21,6059,Misc,TDK Mediactive,0.14,0.11,0.0,0.04,0.29
Drome Racers,PlayStation 2,6.2,2002,11,20,9613,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13
Mortal Kombat: Deadly Alliance,PlayStation 2,8.6,2002,11,19,620,Fighting,Midway Games,1.81,0.52,0.0,0.15,2.49
Ninja Assault,PlayStation 2,5.0,2002,9,16,10232,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11
NHL Hitz 20-03,PlayStation 2,8.2,2002,9,13,6211,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28
Dynasty Tactics,PlayStation 2,7.6,2002,9,12,6062,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29
Hard Hitter Tennis,PlayStation 2,4.0,2002,9,12,5885,Sports,Midas Interactive Entertainment,0.15,0.11,0.0,0.04,0.3
The Scorpion King: Rise of the Akkadian,PlayStation 2,6.2,2002,9,10,7003,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23
Mobile Suit Gundam: Federation vs. Zeon,PlayStation 2,7.0,2002,9,10,1801,Simulation,Atari,0.12,0.1,0.88,0.03,1.14
Armored Core 3,PlayStation 2,7.3,2002,9,9,3025,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67
Riding Spirits,PlayStation 2,6.1,2002,9,6,6515,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26
The Powerpuff Girls: Relish Rampage,PlayStation 2,3.8,2002,11,27,4328,Action,BAM! Entertainment,0.22,0.17,0.0,0.06,0.45
NCAA College Basketball 2K3,PlayStation 2,8.6,2002,11,26,6876,Sports,Sega,0.12,0.09,0.0,0.03,0.24
Disney Golf,PlayStation 2,5.5,2002,12,9,8396,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17
Monopoly Party,PlayStation 2,4.5,2002,11,25,3946,Misc,Infogrames,0.25,0.19,0.0,0.06,0.51
Harry Potter and the Chamber of Secrets,PlayStation 2,8.4,2002,11,25,587,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61
SpongeBob SquarePants: Revenge of the Flying Dutchman,PlayStation 2,4.0,2002,11,25,1897,Platform,THQ,0.53,0.41,0.0,0.14,1.08
Whirl Tour,PlayStation 2,5.1,2002,11,25,7160,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22
Mystic Heroes,PlayStation 2,7.0,2002,11,25,12368,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
The King of Fighters 2000,PlayStation 2,7.4,2002,12,2,13516,Fighting,Playmore,0.0,0.0,0.04,0.0,0.04
Legends of Wrestling II,PlayStation 2,6.9,2002,11,30,5491,Fighting,Acclaim Entertainment,0.16,0.13,0.0,0.04,0.33
Tom and Jerry in War of the Whiskers,PlayStation 2,6.3,2002,11,30,6501,Fighting,Ubisoft,0.13,0.1,0.0,0.03,0.26
NCAA March Madness 2003,PlayStation 2,7.1,2002,11,27,3062,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66
Evolution Snowboarding,PlayStation 2,2.0,2002,12,13,15167,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
Tom Clancy's Ghost Recon,PlayStation 2,4.0,2002,12,10,885,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94
Pro Race Driver,PlayStation 2,9.3,2002,12,10,6306,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27
Galerians: Ash,PlayStation 2,4.4,2003,2,4,11929,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,0.07
Fisherman's Challenge,PlayStation 2,7.0,2003,2,3,13782,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04
Seek and Destroy,PlayStation 2,6.5,2003,2,3,1963,Racing,Play It,0.52,0.4,0.0,0.14,1.06
Guilty Gear X2,PlayStation 2,9.0,2003,2,3,5322,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35
Black & Bruised,PlayStation 2,6.3,2003,1,30,8602,Fighting,Vivendi Games,0.08,0.06,0.0,0.02,0.16
War of the Monsters,PlayStation 2,8.9,2003,1,9,3753,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54
ATV Quad Power Racing 2,PlayStation 2,6.8,2003,1,28,2466,Racing,Acclaim Entertainment,0.41,0.32,0.0,0.11,0.84
The Getaway,PlayStation 2,7.0,2003,1,6,362,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
Devil May Cry 2,PlayStation 2,7.0,2003,1,28,864,Action,Capcom,0.71,0.58,0.51,0.17,1.97
Battle Engine Aquila,PlayStation 2,8.0,2003,1,27,14178,Shooter,Atari,0.02,0.01,0.0,0.0,0.03
Whiteout,PlayStation 2,5.5,2002,12,16,15268,Racing,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02
Breath of Fire: Dragon Quarter,PlayStation 2,8.2,2003,2,14,7791,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.19
Dark Cloud 2,PlayStation 2,9.0,2003,2,14,2151,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96
The Sims,PlayStation 2,8.0,2003,1,14,542,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77
World Tour Soccer 2003,PlayStation 2,8.2,2003,2,11,9130,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14
EverQuest Online Adventures,PlayStation 2,8.0,2003,2,11,4541,Role-Playing,Sony Online Entertainment,0.21,0.16,0.0,0.05,0.43
Vexx,PlayStation 2,7.4,2003,2,10,6806,Platform,Acclaim Entertainment,0.12,0.09,0.0,0.03,0.24
Pride FC: Fighting Championships,PlayStation 2,8.0,2003,2,7,5904,Fighting,THQ,0.15,0.11,0.0,0.04,0.3
Tenchu: Wrath of Heaven,PlayStation 2,8.5,2003,3,4,1785,Action,Activision,0.44,0.34,0.25,0.11,1.14
Metal Gear Solid 2: Substance,PlayStation 2,9.1,2003,3,3,3839,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52
All-Star Baseball 2004,PlayStation 2,8.1,2003,2,27,4595,Sports,Acclaim Entertainment,0.21,0.16,0.0,0.05,0.42
Xenosaga Episode I: Der Wille zur Macht,PlayStation 2,8.8,2003,2,24,1017,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74
High Heat Major League Baseball 2004,PlayStation 2,8.1,2003,2,21,5178,Sports,3DO,0.18,0.14,0.0,0.05,0.36
Disaster Report,PlayStation 2,6.3,2003,2,20,7333,Action,Agetec,0.03,0.02,0.15,0.01,0.21
Tom Clancy's Splinter Cell,PlayStation 2,9.1,2003,3,24,571,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65
Aero Elite: Combat Academy,PlayStation 2,6.5,2003,3,24,11826,Simulation,Sega,0.04,0.03,0.0,0.01,0.07
Primal,PlayStation 2,8.0,2003,3,24,4498,Action,Sony Computer Entertainment,0.21,0.17,0.0,0.06,0.43
Dynasty Warriors 4,PlayStation 2,8.6,2003,3,21,785,Action,Tecmo Koei,0.63,0.21,1.13,0.13,2.11
MLB 2004,PlayStation 2,4.9,2003,3,14,3058,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.66
The King of Route 66,PlayStation 2,6.0,2003,3,19,12346,Racing,Sega,0.03,0.02,0.0,0.01,0.06
MLB SlugFest 20-04,PlayStation 2,8.0,2003,3,12,3775,Sports,Midway Games,0.26,0.2,0.0,0.07,0.53
My Street,PlayStation 2,6.3,2003,3,11,6914,Misc,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.24
Rayman 3: Hoodlum Havoc,PlayStation 2,8.9,2003,3,18,6079,Platform,Ubisoft,0.14,0.11,0.0,0.04,0.29
WWE Crush Hour,PlayStation 2,6.2,2003,3,18,5295,Racing,THQ,0.17,0.13,0.0,0.04,0.35
MVP Baseball 2003,PlayStation 2,8.5,2003,3,11,1991,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04
Zone of the Enders: The 2nd Runner,PlayStation 2,8.6,2003,3,10,4677,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41
Def Jam Vendetta,PlayStation 2,8.9,2003,3,31,878,Fighting,Electronic Arts,0.95,0.74,0.0,0.25,1.94
World Soccer Winning Eleven 6 International,PlayStation 2,9.0,2003,3,10,475,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
World Series Baseball 2K3,PlayStation 2,9.0,2003,3,10,6704,Sports,Sega,0.12,0.1,0.0,0.03,0.25
Auto Modellista,PlayStation 2,7.0,2003,3,28,4963,Racing,Capcom,0.19,0.15,0.0,0.05,0.39
Grand Prix Challenge,PlayStation 2,9.0,2003,3,27,11391,Racing,Atari,0.04,0.03,0.0,0.01,0.08
Jurassic Park: Operation Genesis,PlayStation 2,5.9,2003,3,26,6399,Simulation,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.27
Midnight Club II,PlayStation 2,9.1,2003,4,8,973,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78
Clock Tower 3,PlayStation 2,7.7,2003,4,3,5518,Adventure,Capcom,0.1,0.08,0.12,0.03,0.33
Gallop Racer 2003: A New Breed,PlayStation 2,7.9,2003,4,1,7479,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21
Enter the Matrix,PlayStation 2,7.2,2003,5,20,429,Action,Atari,1.78,1.12,0.09,0.19,3.18
NBA Street Vol. 2,PlayStation 2,9.4,2003,4,24,877,Sports,Electronic Arts,1.69,0.2,0.0,0.06,1.95
Colin McRae Rally 3,PlayStation 2,8.9,2003,4,17,1389,Racing,Codemasters,0.03,1.05,0.02,0.3,1.4
X2: Wolverine's Revenge,PlayStation 2,7.3,2003,4,16,3153,Platform,Activision,0.31,0.24,0.0,0.08,0.64
Return to Castle Wolfenstein: Operation Resurrection,PlayStation 2,7.6,2003,5,27,3823,Shooter,Activision,0.26,0.2,0.0,0.07,0.53
Hulk,PlayStation 2,8.0,2003,5,23,1953,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06
Resident Evil: Dead Aim,PlayStation 2,6.9,2003,6,17,5311,Action,Capcom,0.17,0.13,0.0,0.04,0.35
Mace Griffin: Bounty Hunter,PlayStation 2,6.3,2003,6,17,7812,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19
Wakeboarding Unleashed Featuring Shaun Murray,PlayStation 2,8.6,2003,6,4,8552,Sports,Activision,0.08,0.06,0.0,0.02,0.16
Chessmaster,PlayStation 2,8.5,2003,6,3,4952,Misc,Ubisoft,0.19,0.15,0.0,0.05,0.39
Freestyle Metal X,PlayStation 2,7.6,2003,6,30,11091,Racing,Midway Games,0.04,0.03,0.0,0.01,0.09
Big Mutha Truckers,PlayStation 2,6.3,2003,6,30,2472,Racing,Empire Interactive,0.41,0.32,0.0,0.11,0.84
Summer Heat Beach Volleyball,PlayStation 2,6.4,2003,6,30,6245,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28
F1 Career Challenge,PlayStation 2,7.4,2003,6,27,10442,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1
Magic Pengel: The Quest for Color,PlayStation 2,8.5,2003,6,26,11750,Role-Playing,Taito,0.04,0.03,0.0,0.01,0.07
Mojo!,PlayStation 2,6.9,2003,7,29,9055,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14
Speed Kings,PlayStation 2,5.5,2003,5,29,10852,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09
IndyCar Series,PlayStation 2,8.5,2003,5,29,9848,Racing,Codemasters,0.06,0.05,0.0,0.02,0.12
The Italian Job,PlayStation 2,6.8,2003,6,24,7083,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23
Arc the Lad: Twilight of the Spirits,PlayStation 2,8.2,2003,6,24,5237,Role-Playing,Sony Computer Entertainment,0.18,0.14,0.0,0.05,0.36
Finding Nemo,PlayStation 2,7.0,2003,5,27,795,Action,THQ,1.26,0.6,0.05,0.18,2.09
RTX Red Rock,PlayStation 2,5.6,2003,6,18,11339,Shooter,LucasArts,0.04,0.03,0.0,0.01,0.08
The Great Escape,PlayStation 2,5.0,2003,7,24,7734,Action,SCi,0.1,0.07,0.0,0.02,0.2
