title,platform,score,release_year,release_month,release_day,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Salt Lake 2002,PlayStation 2,2.0,2002,1,31,9321,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14,49,11,3.5,6
Final Fantasy X,PlayStation 2,9.5,2001,12,18,87,Role-Playing,Sony Computer Entertainment,2.91,2.07,2.73,0.33,8.05,92,53,8.7,1056
Namco Museum,PlayStation 2,7.0,2001,12,6,955,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82,79,10,7.3,6
High Heat Major League Baseball 2003,PlayStation 2,8.8,2002,2,14,5115,Sports,3DO,0.18,0.14,0.0,0.05,0.37,84,23,7.9,7
Maximo: Ghosts to Glory,PlayStation 2,9.2,2002,2,13,2682,Platform,Capcom,0.38,0.29,0.0,0.1,0.77,84,33,8.7,16
Rez,PlayStation 2,8.5,2002,1,8,12888,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,78,34,8.3,28
Mobile Suit Gundam: Zeonic Front,PlayStation 2,6.5,2002,1,23,4544,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,0.43,71,12,8.8,23
Legends of Wrestling,PlayStation 2,4.9,2001,12,12,2724,Fighting,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76,,,,
NFL Blitz 20-02,PlayStation 2,8.0,2002,2,11,6193,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,76,22,8.9,15
ESPN International Winter Sports 2002,PlayStation 2,5.5,2002,2,11,12776,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,62,13,tbd,
Mega Man X6,PlayStation,8.0,2002,1,2,4645,Action,Capcom,0.14,0.1,0.16,0.03,0.42,65,14,6.8,44
Jade Cocoon 2,PlayStation 2,7.9,2001,12,28,10603,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,76,16,7.8,22
Giants: Citizen Kabuto,PlayStation 2,8.0,2001,12,21,12415,Shooter,Interplay,0.03,0.02,0.0,0.01,0.06,79,15,6.9,8
Hoshigami: Ruining Blue Earth,PlayStation,4.0,2002,1,22,13334,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05,62,9,8.7,26
Jonny Moseley Mad Trix,PlayStation 2,3.0,2002,2,7,9070,Sports,3DO,0.07,0.05,0.0,0.02,0.14,44,14,5.7,6
World Tour Soccer 2002,PlayStation 2,8.1,2002,2,27,9295,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,77,21,7.5,10
ESPN NBA 2Night 2002,PlayStation 2,5.7,2002,2,26,14150,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,59,13,tbd,
Hot Shots Golf 3,PlayStation 2,8.0,2002,3,8,500,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,85,30,8.9,16
Grandia II,PlayStation 2,7.0,2002,2,6,5960,Role-Playing,Ubisoft,0.14,0.11,0.0,0.04,0.29,71,19,8.6,31
Forever Kingdom,PlayStation 2,7.0,2002,2,6,10867,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09,64,13,7.8,6
Pirates: The Legend of Black Kat,PlayStation 2,7.3,2002,2,25,9106,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14,72,24,7.9,8
Star Wars Racer Revenge,PlayStation 2,8.4,2002,2,22,5794,Racing,LucasArts,0.15,0.12,0.0,0.04,0.31,73,34,8.5,11
Peter Pan in Disney's Return to Never Land,PlayStation,5.3,2002,3,18,15014,Platform,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02,,,,
Fatal Frame,PlayStation 2,7.9,2002,3,5,9018,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,74,22,8.9,72
Ecco the Dolphin: Defender of the Future,PlayStation 2,7.8,2002,3,4,9169,Adventure,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,71,17,8.5,11
Mister Mosquito,PlayStation 2,7.5,2002,3,14,6218,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,65,23,4.9,11
State of Emergency,PlayStation 2,8.3,2002,2,15,997,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76,71,34,5.7,33
All-Star Baseball 2003,PlayStation 2,8.9,2002,3,1,2685,Sports,Acclaim Entertainment,0.38,0.29,0.0,0.1,0.77,81,15,8.4,17
Tiger Woods PGA Tour 2002,PlayStation 2,8.0,2002,2,27,2296,Sports,Electronic Arts,0.44,0.35,0.0,0.12,0.9,80,23,7.6,5
Pac-Man World 2,PlayStation 2,7.9,2002,2,27,1242,Action,Namco Bandai Games,1.26,0.05,0.0,0.21,1.51,73,19,7.8,26
Herdy Gerdy,PlayStation 2,7.5,2002,3,13,7306,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22,69,24,5,12
Triple Play 2002,PlayStation 2,5.9,2002,3,12,2403,Sports,Electronic Arts,0.43,0.33,0.0,0.11,0.87,65,17,tbd,
Sled Storm,PlayStation 2,8.5,2002,3,12,4400,Racing,Electronic Arts,0.22,0.17,0.0,0.06,0.45,73,22,7.7,6
Shadow Man: 2econd Coming,PlayStation 2,7.7,2002,3,11,8548,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16,68,24,7.6,8
Knockout Kings 2002,PlayStation 2,8.9,2002,3,8,2281,Sports,Electronic Arts,0.45,0.35,0.0,0.12,0.91,76,23,8.1,12
World of Outlaws: Sprint Cars 2002,PlayStation 2,7.3,2002,4,3,4144,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,0.48,80,10,9.1,10
Army Men: RTS,PlayStation 2,5.4,2002,4,1,10162,Strategy,3DO,0.05,0.04,0.0,0.01,0.11,68,14,tbd,
Smash Court Tennis Pro Tournament,PlayStation 2,8.0,2002,3,29,8245,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,73,15,7.4,10
King's Field: The Ancient City,PlayStation 2,6.6,2002,3,27,10657,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1,60,14,8.5,13
WRC: World Rally Championship,PlayStation 2,8.7,2002,3,22,6740,Racing,Sony Computer Entertainment,0.12,0.09,0.0,0.03,0.25,,,,
Virtua Fighter 4,PlayStation 2,9.3,2002,3,19,962,Fighting,Sega,0.78,0.44,0.56,0.04,1.81,94,36,8,84
Top Angler: Real Bass Fishing,PlayStation 2,3.9,2002,4,12,10239,Sports,Xicat Interactive,0.05,0.04,0.0,0.01,0.11,,,,
Scooby-Doo! Night of 100 Frights,PlayStation 2,6.7,2002,6,5,788,Platform,THQ,1.17,0.72,0.0,0.22,2.1,,,,
Way of the Samurai,PlayStation 2,7.8,2002,6,4,3879,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,74,22,8.2,19
Tetris Worlds,PlayStation 2,3.8,2002,4,4,802,Puzzle,THQ,1.11,0.71,0.0,0.27,2.08,44,7,6.2,11
Savage Skies,PlayStation 2,4.0,2002,4,3,11231,Shooter,Big Ben Interactive,0.04,0.03,0.0,0.01,0.09,56,17,tbd,
Deus Ex: The Conspiracy,PlayStation 2,7.9,2002,5,1,7432,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,81,25,8.9,49
Medal of Honor: Frontline,PlayStation 2,8.0,2002,6,3,115,Shooter,Electronic Arts,2.93,2.75,0.17,0.99,6.83,88,29,8.5,135
Test Drive,PlayStation 2,7.7,2002,6,3,1457,Racing,Atari,0.95,0.21,0.01,0.18,1.34,73,19,7.4,23
Looney Tunes: Space Race,PlayStation 2,6.9,2002,5,30,7694,Racing,Infogrames,0.1,0.08,0.0,0.03,0.2,62,14,tbd,
Headhunter,PlayStation 2,8.4,2002,5,14,5009,Action,Sega,0.19,0.15,0.0,0.05,0.38,74,24,7.8,19
The Operative: No One Lives Forever,PlayStation 2,6.9,2002,4,23,9162,Shooter,Electronic Arts,0.07,0.05,0.0,0.02,0.14,67,23,8,16
Aggressive Inline,PlayStation 2,9.4,2002,5,29,5329,Sports,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.35,85,31,8.7,14
Britney's Dance Beat,PlayStation 2,5.5,2002,5,9,6799,Misc,THQ,0.12,0.09,0.0,0.03,0.24,63,20,4.8,20
2002 FIFA World Cup,PlayStation 2,8.3,2002,4,23,3407,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59,73,19,5.6,18
"Monsters, Inc.",PlayStation 2,2.9,2002,4,18,5689,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32,52,15,7.2,10
Spider-Man: The Movie,PlayStation 2,8.4,2002,4,17,242,Action,Activision,2.71,1.51,0.03,0.23,4.48,76,25,7.9,41
RedCard 20-03,PlayStation 2,7.2,2002,4,16,12151,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07,73,19,9,6
Freekstyle,PlayStation 2,8.2,2002,6,17,1942,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,81,25,7.3,14
F1 2002,PlayStation 2,7.6,2002,6,13,9992,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,81,11,6.4,10
Dropship: United Peace Force,PlayStation 2,7.9,2002,6,13,10487,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,78,17,8.6,10
Monster Jam: Maximum Destruction,PlayStation 2,3.6,2002,6,12,3108,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65,47,11,6,6
Endgame,PlayStation 2,3.5,2002,6,11,11628,Shooter,Empire Interactive,0.04,0.03,0.0,0.01,0.08,57,12,6.8,5
Sky Gunner,PlayStation 2,7.8,2002,6,25,11776,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.07,,,,
Downforce,PlayStation 2,7.1,2002,6,24,13044,Racing,Avalon Interactive,0.03,0.02,0.0,0.01,0.05,69,18,tbd,
Legion: The Legend of Excalibur,PlayStation 2,7.8,2002,6,20,7136,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,51,21,7,6
Stuntman,PlayStation 2,8.6,2002,6,19,1198,Racing,Atari,0.76,0.59,0.0,0.2,1.55,71,37,5.7,36
WipEout Fusion,PlayStation 2,9.0,2002,6,18,6672,Racing,Sony Computer Entertainment,0.12,0.1,0.0,0.03,0.25,83,21,8.5,43
Fireblade,PlayStation 2,7.7,2002,7,9,8149,Action,Midway Games,0.09,0.07,0.0,0.02,0.18,,,,
LEGO Soccer Mania,PlayStation 2,5.5,2002,7,1,11358,Sports,Electronic Arts,0.04,0.03,0.0,0.01,0.08,61,8,tbd,
Barbarian,PlayStation 2,7.8,2002,6,28,9001,Fighting,Titus,0.07,0.06,0.0,0.02,0.14,63,22,tbd,
Romance of the Three Kingdoms VII,PlayStation 2,8.5,2002,6,27,5685,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32,72,10,8.7,11
Pac-Man Fever,PlayStation 2,4.5,2002,9,4,3883,Misc,Sony Computer Entertainment,0.25,0.2,0.0,0.07,0.51,47,14,6.3,7
Blade II,PlayStation 2,4.9,2002,9,4,5803,Action,Activision,0.15,0.12,0.0,0.04,0.31,49,21,6.1,14
Commandos 2: Men of Courage,PlayStation 2,7.0,2002,9,4,8139,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18,67,19,6.8,11
Turok: Evolution,PlayStation 2,6.3,2002,9,3,1511,Shooter,Acclaim Entertainment,0.64,0.5,0.0,0.17,1.31,61,20,7.3,27
Onimusha 2: Samurai's Destiny,PlayStation 2,8.9,2002,8,26,716,Adventure,Capcom,0.62,0.44,1.06,0.13,2.25,84,31,9,52
SOCOM: U.S. Navy SEALs,PlayStation 2,7.5,2002,8,26,343,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82,42,7.9,82
The Thing,PlayStation 2,8.3,2002,8,20,4421,Adventure,Vivendi Games,0.22,0.17,0.0,0.06,0.44,78,27,7.4,41
WTA Tour Tennis,PlayStation 2,4.5,2002,7,29,12878,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.05,50,9,tbd,
Shifters,PlayStation 2,4.0,2002,7,25,13012,Adventure,3DO,0.03,0.02,0.0,0.01,0.05,37,12,5.9,8
Street Hoops,PlayStation 2,6.7,2002,8,14,2277,Sports,Activision,0.45,0.35,0.0,0.12,0.91,,,,
NFL Blitz 20-03,PlayStation 2,7.8,2002,8,13,4487,Sports,Midway Games,0.21,0.17,0.0,0.06,0.44,73,15,8.6,5
The Mark of Kri,PlayStation 2,8.8,2002,7,19,4270,Action,Sony Computer Entertainment,0.22,0.18,0.0,0.06,0.46,80,37,7.9,29
NCAA Football 2003,PlayStation 2,8.9,2002,7,19,1346,Sports,Electronic Arts,1.16,0.08,0.0,0.19,1.44,91,19,8.6,27
NCAA GameBreaker 2003,PlayStation 2,5.5,2002,8,12,7020,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,53,19,tbd,
NFL 2K3,PlayStation 2,9.2,2002,8,9,1493,Sports,Atari,1.06,0.08,0.0,0.18,1.32,93,20,7.4,25
Mat Hoffman's Pro BMX 2,PlayStation 2,8.1,2002,8,13,4226,Sports,Activision,0.23,0.18,0.0,0.06,0.46,76,22,9.1,7
Madden NFL 2003,PlayStation 2,9.1,2002,8,8,280,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95,25,7.7,65
Hidden Invasion,PlayStation 2,3.5,2002,8,6,11532,Shooter,Swing! Entertainment,0.04,0.03,0.0,0.01,0.08,39,4,5.8,4
Kelly Slater's Pro Surfer,PlayStation 2,8.9,2002,9,18,5488,Sports,Activision,0.16,0.13,0.0,0.04,0.33,77,19,8.4,15
Tekken 4,PlayStation 2,9.0,2002,9,24,386,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79,23,8.3,126
NBA ShootOut 2003,PlayStation 2,7.3,2002,9,24,7123,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,62,22,5.9,8
Burnout 2: Point of Impact,PlayStation 2,9.0,2002,9,24,2449,Racing,Acclaim Entertainment,0.42,0.32,0.0,0.11,0.85,86,31,8.2,48
Summoner 2,PlayStation 2,8.4,2002,9,17,7405,Role-Playing,THQ,0.1,0.08,0.0,0.03,0.21,76,20,8.3,22
Kingdom Hearts,PlayStation 2,9.0,2002,9,16,132,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,6.4,85,46,8.8,597
Dino Stalker,PlayStation 2,4.0,2002,9,16,7194,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,50,18,6.3,8
Sly Cooper and the Thievius Raccoonus,PlayStation 2,8.5,2002,9,20,1657,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21,86,41,8.6,184
Robotech: Battlecry,PlayStation 2,8.2,2002,9,20,3295,Shooter,TDK Mediactive,0.3,0.23,0.0,0.08,0.61,72,20,8.5,8
Tiny Toon Adventures: Plucky's Big Adventure,PlayStation,2.3,2002,9,20,6282,Action,Conspiracy Entertainment,0.15,0.1,0.0,0.02,0.27,,,,
Conflict: Desert Storm,PlayStation 2,5.5,2002,10,2,1184,Shooter,Gotham Games,0.98,0.53,0.0,0.06,1.57,55,10,8.6,45
Dual Hearts,PlayStation 2,7.0,2002,10,1,12856,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70,17,tbd,
Ferrari F355 Challenge,PlayStation 2,7.8,2002,9,30,13004,Racing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.05,70,14,4.4,5
SEGA Bass Fishing Duel,PlayStation 2,7.0,2002,9,30,8224,Sports,Sega,0.09,0.07,0.0,0.02,0.17,68,13,tbd,
Grandia Xtreme,PlayStation 2,7.5,2002,9,30,5033,Role-Playing,Enix Corporation,0.07,0.05,0.25,0.02,0.38,68,16,6.5,15
Superman: Shadow of Apokolips,PlayStation 2,7.0,2002,9,26,4607,Action,Atari,0.21,0.16,0.0,0.05,0.42,64,22,7.2,9
Egg Mania: Eggstreme Madness,PlayStation 2,6.3,2002,9,25,14401,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03,64,8,tbd,
Defender,PlayStation 2,7.5,2002,10,22,4798,Misc,Midway Games,0.2,0.15,0.0,0.05,0.4,73,24,7.8,6
Contra: Shattered Soldier,PlayStation 2,8.0,2002,10,22,3481,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58,78,33,6.6,25
X-Men: Next Dimension,PlayStation 2,7.2,2002,10,21,4156,Fighting,Activision,0.23,0.18,0.0,0.06,0.47,61,19,8.7,13
The Lord of the Rings: The Two Towers,PlayStation 2,8.3,2002,10,21,228,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82,32,8.2,78
The Lord of the Rings: The Fellowship of the Ring,PlayStation 2,7.5,2002,10,17,1668,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2,59,19,5.1,20
Wild ARMs 3,PlayStation 2,7.9,2002,10,16,3245,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62,78,30,8.4,38
Ty the Tasmanian Tiger,PlayStation 2,7.9,2002,10,16,1724,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17,70,14,8.8,60
Legaia 2: Duel Saga,PlayStation 2,7.5,2002,10,15,6549,Role-Playing,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,67,21,8.4,43
BloodRayne,PlayStation 2,7.5,2002,10,14,4647,Shooter,Universal Interactive,0.2,0.16,0.0,0.05,0.42,75,18,8.5,26
NBA 2K3,PlayStation 2,8.7,2002,10,7,1978,Sports,Sega,0.51,0.4,0.0,0.13,1.05,89,21,8,22
Sub Rebellion,PlayStation 2,7.0,2002,10,11,11585,Simulation,Metro 3D,0.04,0.03,0.0,0.01,0.08,71,14,tbd,
TimeSplitters 2,PlayStation 2,9.1,2002,10,7,2936,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,0.7,90,33,8.8,127
Need for Speed: Hot Pursuit 2,PlayStation 2,9.0,2002,10,3,782,Racing,Electronic Arts,1.68,0.31,0.02,0.09,2.11,89,31,8.5,92
NHL 2003,PlayStation 2,8.6,2002,10,3,2220,Sports,Electronic Arts,0.46,0.36,0.0,0.12,0.93,79,20,6.8,18
Silent Scope 3,PlayStation 2,4.0,2002,10,11,8562,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16,61,12,tbd,
Antz Extreme Racing,PlayStation 2,2.4,2002,10,10,13768,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,31,5,5,8
Evolution Skateboarding,PlayStation 2,3.0,2002,10,10,6530,Sports,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26,44,14,6.7,9
Myst III: Exile,PlayStation 2,2.0,2002,10,3,6251,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28,57,9,7,4
Red Faction II,PlayStation 2,9.2,2002,10,9,1258,Shooter,THQ,0.49,0.78,0.0,0.23,1.5,84,30,8.3,35
NBA Live 2003,PlayStation 2,8.7,2002,10,8,1106,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66,83,22,8.3,28
Hitman 2: Silent Assassin,PlayStation 2,8.4,2002,10,2,483,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85,19,7.8,78
FIFA Soccer 2003,PlayStation 2,8.3,2002,11,1,393,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88,15,6.7,35
Tiger Woods PGA Tour 2003,PlayStation 2,8.9,2002,10,28,1120,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64,88,18,8.9,18
Grand Theft Auto: Vice City,PlayStation 2,9.7,2002,10,28,25,Action,Take-Two Interactive,8.41,5.49,0.47,1.78,16.15,95,62,8.7,730
Reign of Fire,PlayStation 2,6.0,2002,10,23,6389,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,56,16,7,4
Tony Hawk's Pro Skater 4,PlayStation 2,9.3,2002,10,23,340,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94,27,8.5,128
NHL 2K3,PlayStation 2,8.7,2002,11,11,7470,Sports,Sega,0.1,0.08,0.0,0.03,0.21,89,25,7.8,17
Rally Fusion: Race of Champions,PlayStation 2,8.0,2002,11,12,9492,Racing,Activision,0.06,0.05,0.0,0.02,0.13,73,19,tbd,
WWE SmackDown! Shut Your Mouth,PlayStation 2,8.2,2002,11,7,467,Sports,THQ,1.45,1.13,0.07,0.38,3.02,,,,
NHL FaceOff 2003,PlayStation 2,5.2,2002,11,5,7128,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,55,20,tbd,
V-Rally 3,PlayStation 2,8.8,2002,11,5,12806,Racing,Atari,0.03,0.02,0.0,0.01,0.06,82,10,7.4,14
ATV Offroad Fury 2,PlayStation 2,9.0,2002,11,12,749,Racing,THQ,1.92,0.2,0.0,0.06,2.18,82,26,8.9,28
NCAA Final Four 2003,PlayStation 2,6.0,2002,11,11,7775,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,57,16,6,4
Dr. Muto,PlayStation 2,8.5,2002,11,11,8540,Platform,Midway Games,0.08,0.06,0.0,0.02,0.16,,,,
Rocky,PlayStation 2,8.3,2002,11,11,2418,Fighting,Rage Software,0.42,0.33,0.0,0.11,0.86,74,14,8.4,11
The Simpsons Skateboarding,PlayStation 2,2.5,2002,11,19,1233,Sports,Electronic Arts,0.36,0.9,0.0,0.27,1.52,38,21,5,26
Marvel vs. Capcom 2: New Age of Heroes,PlayStation 2,8.4,2002,11,18,2719,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76,,,,
Dead to Rights,PlayStation 2,8.1,2002,11,18,1434,Shooter,Electronic Arts,0.67,0.52,0.0,0.17,1.36,73,20,8.9,36
Total Immersion Racing,PlayStation 2,5.8,2002,11,15,10385,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11,59,7,tbd,
Fighter Maker 2,PlayStation 2,7.5,2002,11,18,12088,Fighting,Enterbrain,0.03,0.03,0.0,0.01,0.07,58,11,7.8,5
Shox,PlayStation 2,7.8,2002,11,14,10819,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.09,78,16,tbd,
BMX XXX,PlayStation 2,6.0,2002,11,13,8979,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,54,14,4.6,17
Rygar: The Legendary Adventure,PlayStation 2,8.4,2002,11,22,4240,Action,Wanadoo,0.2,0.15,0.06,0.05,0.46,83,30,8.4,14
Activision Anthology,PlayStation 2,8.5,2002,11,21,3969,Misc,Activision,0.25,0.19,0.0,0.06,0.5,75,13,7.7,6
Island Xtreme Stunts,PlayStation 2,5.0,2002,11,21,10976,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.09,63,4,tbd,
Shrek Super Party,PlayStation 2,2.9,2002,11,21,6059,Misc,TDK Mediactive,0.14,0.11,0.0,0.04,0.29,30,4,5.1,17
Drome Racers,PlayStation 2,6.2,2002,11,20,9613,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13,57,10,tbd,
Mortal Kombat: Deadly Alliance,PlayStation 2,8.6,2002,11,19,620,Fighting,Midway Games,1.81,0.52,0.0,0.15,2.49,79,31,8.8,96
Ninja Assault,PlayStation 2,5.0,2002,9,16,10232,Shooter,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60,17,5.3,4
NHL Hitz 20-03,PlayStation 2,8.2,2002,9,13,6211,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,82,19,8.4,11
Dynasty Tactics,PlayStation 2,7.6,2002,9,12,6062,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,79,14,8.1,31
Hard Hitter Tennis,PlayStation 2,4.0,2002,9,12,5885,Sports,Midas Interactive Entertainment,0.15,0.11,0.0,0.04,0.3,,,tbd,
The Scorpion King: Rise of the Akkadian,PlayStation 2,6.2,2002,9,10,7003,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,47,12,7.2,6
Mobile Suit Gundam: Federation vs. Zeon,PlayStation 2,7.0,2002,9,10,1801,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,73,15,8.8,32
Armored Core 3,PlayStation 2,7.3,2002,9,9,3025,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67,74,23,9,33
Riding Spirits,PlayStation 2,6.1,2002,9,6,6515,Racing,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26,59,14,9,17
The Powerpuff Girls: Relish Rampage,PlayStation 2,3.8,2002,11,27,4328,Action,BAM! Entertainment,0.22,0.17,0.0,0.06,0.45,46,5,6.8,5
NCAA College Basketball 2K3,PlayStation 2,8.6,2002,11,26,6876,Sports,Sega,0.12,0.09,0.0,0.03,0.24,83,17,8,6
Disney Golf,PlayStation 2,5.5,2002,12,9,8396,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,72,10,8.3,7
Monopoly Party,PlayStation 2,4.5,2002,11,25,3946,Misc,Infogrames,0.25,0.19,0.0,0.06,0.51,,,,
Harry Potter and the Chamber of Secrets,PlayStation 2,8.4,2002,11,25,587,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,71,16,7.6,49
SpongeBob SquarePants: Revenge of the Flying Dutchman,PlayStation 2,4.0,2002,11,25,1897,Platform,THQ,0.53,0.41,0.0,0.14,1.08,71,4,7.7,7
Whirl Tour,PlayStation 2,5.1,2002,11,25,7160,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22,58,9,7,5
Mystic Heroes,PlayStation 2,7.0,2002,11,25,12368,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67,13,8.5,26
The King of Fighters 2000,PlayStation 2,7.4,2002,12,2,13516,Fighting,Playmore,0.0,0.0,0.04,0.0,0.04,,,,
Legends of Wrestling II,PlayStation 2,6.9,2002,11,30,5491,Fighting,Acclaim Entertainment,0.16,0.13,0.0,0.04,0.33,59,15,6.7,6
Tom and Jerry in War of the Whiskers,PlayStation 2,6.3,2002,11,30,6501,Fighting,Ubisoft,0.13,0.1,0.0,0.03,0.26,,,,
NCAA March Madness 2003,PlayStation 2,7.1,2002,11,27,3062,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66,74,13,8,27
Evolution Snowboarding,PlayStation 2,2.0,2002,12,13,15167,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,38,9,tbd,
Tom Clancy's Ghost Recon,PlayStation 2,4.0,2002,12,10,885,Shooter,Ubisoft,1.42,0.4,0.0,0.12,1.94,63,18,8.3,22
Pro Race Driver,PlayStation 2,9.3,2002,12,10,6306,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27,81,22,8.5,20
Galerians: Ash,PlayStation 2,4.4,2003,2,4,11929,Adventure,Sammy Corporation,0.03,0.03,0.0,0.01,0.07,50,22,7.9,11
Fisherman's Challenge,PlayStation 2,7.0,2003,2,3,13782,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,67,7,7.5,4
Seek and Destroy,PlayStation 2,6.5,2003,2,3,1963,Racing,Play It,0.52,0.4,0.0,0.14,1.06,63,9,8.8,10
Guilty Gear X2,PlayStation 2,9.0,2003,2,3,5322,Fighting,Sammy Corporation,0.09,0.07,0.16,0.02,0.35,87,31,8.7,34
Black & Bruised,PlayStation 2,6.3,2003,1,30,8602,Fighting,Vivendi Games,0.08,0.06,0.0,0.02,0.16,,,,
War of the Monsters,PlayStation 2,8.9,2003,1,9,3753,Fighting,Sony Computer Entertainment,0.26,0.2,0.0,0.07,0.54,80,41,8.9,68
ATV Quad Power Racing 2,PlayStation 2,6.8,2003,1,28,2466,Racing,Acclaim Entertainment,0.41,0.32,0.0,0.11,0.84,68,19,tbd,
