title,platform,score,release_year,release_month,release_day,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
LEGO Batman: The Videogame,PC,7.7,2008,9,24,12574,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06
4 Elements,PC,8.0,2008,9,19,12825,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05
So Blonde,PC,6.8,2008,10,13,15212,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
Brothers in Arms: Hell's Highway,PC,7.9,2008,10,7,15026,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02
Warhammer Online: Age of Reckoning,PC,9.0,2008,10,9,14948,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02
World of Goo,PC,9.0,2008,10,20,14013,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04
Dead Space,PC,8.7,2008,10,23,3384,Action,Electronic Arts,0.0,0.53,0.0,0.06,0.59
Fallout 3,PC,9.6,2008,10,27,2105,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.99
FIFA Soccer 09,PC,7.2,2008,10,22,15208,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Far Cry 2,PC,8.9,2008,10,21,4078,Action,Ubisoft,0.01,0.45,0.0,0.03,0.49
Spider-Man: Web of Shadows,PC,5.3,2008,10,30,15260,Action,Activision,0.0,0.02,0.0,0.0,0.02
X3: Terran Conflict,PC,8.0,2008,10,29,14712,Simulation,Deep Silver,0.0,0.02,0.0,0.01,0.03
Bejeweled Twist,PC,7.4,2008,11,6,13045,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05
Bully: Scholarship Edition,PC,7.8,2008,10,28,14797,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03
Command & Conquer: Red Alert 3,PC,8.2,2008,10,28,3042,Strategy,Electronic Arts,0.01,0.64,0.0,0.02,0.67
Sacred 2: Fallen Angel,PC,7.5,2008,11,12,12479,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06
Call of Duty: World at War,PC,9.2,2008,11,11,7951,Shooter,Activision,0.02,0.13,0.0,0.03,0.19
Left 4 Dead,PC,9.0,2008,11,17,15092,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
Sniper: Art of Victory,PC,3.0,2008,11,14,4064,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49
MySims,PC,7.0,2008,11,21,14731,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03
Agatha Christie: Death on the Nile,PC,5.3,2008,11,19,15614,Adventure,Big Fish Games,0.0,0.01,0.0,0.0,0.02
Madagascar: Escape 2 Africa,PC,4.3,2008,11,17,16447,Action,Activision,0.01,0.0,0.0,0.0,0.01
World of Warcraft: Wrath of the Lich King,PC,9.0,2008,11,26,1488,Role-Playing,Activision,0.01,0.13,0.0,1.18,1.32
Legendary,PC,2.5,2008,12,5,15544,Shooter,Atari,0.0,0.01,0.0,0.0,0.02
Grand Theft Auto IV,PC,9.2,2008,12,2,2359,Action,Take-Two Interactive,0.01,0.79,0.0,0.08,0.88
Worldwide Soccer Manager 2009,PC,7.9,2008,12,18,1763,Simulation,Sega,0.0,1.14,0.0,0.01,1.15
Mount & Blade,PC,8.0,2008,12,17,15177,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
NHL 09,PC,5.5,2008,12,11,15446,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02
A Vampyre Story,PC,7.6,2008,12,12,15827,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.02
Saints Row 2,PC,6.3,2009,1,6,13906,Action,THQ,0.0,0.03,0.0,0.01,0.04
GTR Evolution,PC,8.5,2009,1,5,14503,Racing,Atari,0.0,0.02,0.0,0.01,0.03
Mirror's Edge,PC,8.5,2009,1,13,12705,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06
The Lord of the Rings: Conquest,PC,7.0,2009,1,16,14857,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.03
Burnout Paradise: The Ultimate Box,PC,8.4,2009,2,3,10721,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.1
F.E.A.R. 2: Project Origin,PC,8.3,2009,2,10,11919,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07
Empire: Total War,PC,9.5,2009,2,27,1884,Strategy,Sega,0.01,0.97,0.0,0.11,1.09
Drakensang: The Dark Eye,PC,7.6,2009,2,23,15858,Role-Playing,Eidos Interactive,0.01,0.0,0.0,0.0,0.02
"Warhammer 40,000: Dawn of War II",PC,9.0,2009,2,17,4182,Strategy,THQ,0.0,0.45,0.0,0.02,0.47
Tom Clancy's EndWar,PC,7.0,2009,3,3,15090,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02
Grey's Anatomy: The Video Game,PC,6.0,2009,3,11,15112,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02
The Chronicles of Riddick: Assault on Dark Athena,PC,7.4,2009,3,31,16286,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01
Ceville,PC,9.0,2009,3,27,15049,Action,Kalypso Media,0.0,0.02,0.0,0.0,0.02
Tom Clancy's HAWX,PC,6.7,2009,3,18,13485,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04
Men of War,PC,8.0,2009,3,17,14302,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03
The Last Remnant,PC,6.8,2009,3,20,16028,Role-Playing,Square Enix,0.0,0.01,0.0,0.0,0.01
Stormrise,PC,2.1,2009,4,3,15294,Strategy,Sega,0.0,0.02,0.0,0.0,0.02
Braid,PC,8.8,2009,4,13,14529,Platform,Number None,0.0,0.02,0.0,0.01,0.03
Monsters vs. Aliens,PC,5.0,2009,4,3,14630,Action,Activision,0.01,0.01,0.0,0.0,0.03
Company of Heroes: Tales of Valor,PC,7.0,2009,4,14,13635,Strategy,THQ,0.0,0.03,0.0,0.01,0.04
BattleForge,PC,6.6,2009,4,1,16189,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01
The Chronicles of Riddick: Assault on Dark Athena,PC,7.4,2009,3,31,16286,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01
Demigod,PC,7.5,2009,4,17,14976,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
Elven Legacy,PC,7.7,2009,4,15,15872,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.02
Plants vs. Zombies,PC,9.0,2009,5,5,13034,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05
Battlestations: Pacific,PC,7.7,2009,5,19,14872,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03
The Sims 3,PC,8.9,2009,6,1,84,Simulation,Electronic Arts,0.98,6.42,0.0,0.71,8.11
Damnation,PC,2.5,2009,6,15,16580,Shooter,Codemasters,0.0,0.01,0.0,0.0,0.01
Still Life 2,PC,7.5,2009,6,17,15770,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.02
Overlord II,PC,6.3,2009,6,25,14217,Action,Codemasters,0.0,0.03,0.0,0.01,0.03
Harry Potter and the Half-Blood Prince,PC,7.5,2009,7,2,14416,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.03
Fuel,PC,5.1,2009,7,8,15193,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
ArmA II,PC,7.8,2009,7,2,9048,Shooter,505 Games,0.0,0.12,0.0,0.03,0.14
Ice Age: Dawn of the Dinosaurs,PC,6.5,2009,7,8,15130,Action,Activision,0.02,0.0,0.0,0.0,0.02
Call of Juarez: Bound in Blood,PC,7.7,2009,6,30,14222,Shooter,Ubisoft,0.0,0.03,0.0,0.01,0.03
Dawn of Discovery,PC,8.2,2009,7,15,4938,Simulation,Ubisoft,0.0,0.32,0.0,0.07,0.39
East India Company,PC,7.7,2009,7,30,16073,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.01
Trine,PC,8.2,2009,8,6,16512,Action,Nobilis,0.0,0.01,0.0,0.0,0.01
Hearts of Iron III,PC,8.5,2009,8,13,11993,Strategy,Paradox Interactive,0.01,0.04,0.0,0.01,0.07
Wolfenstein,PC,7.3,2009,8,20,13408,Shooter,Activision,0.01,0.03,0.0,0.01,0.05
Red Faction: Guerrilla,PC,8.0,2009,9,16,14207,Shooter,THQ,0.0,0.03,0.0,0.01,0.03
Majesty 2: The Fantasy Kingdom Sim,PC,7.5,2009,9,15,15877,Simulation,Paradox Interactive,0.01,0.0,0.0,0.0,0.02
Section 8,PC,8.0,2009,9,8,14450,Shooter,SouthPeak Games,0.01,0.01,0.0,0.0,0.03
Batman: Arkham Asylum,PC,9.3,2009,9,11,5608,Action,Eidos Interactive,0.0,0.27,0.0,0.05,0.32
Resident Evil 5,PC,9.3,2009,9,10,12096,Action,Capcom,0.01,0.04,0.0,0.01,0.07
Order of War,PC,8.0,2009,9,25,15252,Strategy,Square Enix,0.0,0.01,0.0,0.0,0.02
Mini Ninjas,PC,8.0,2009,10,6,15444,Action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
Risen,PC,8.6,2009,10,9,9110,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14
Operation Flashpoint: Dragon Rising,PC,8.2,2009,10,8,13183,Shooter,Codemasters,0.01,0.03,0.0,0.01,0.05
Tropico 3,PC,8.4,2009,10,16,13430,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.05
Machinarium,PC,8.1,2009,10,20,10176,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11
FIFA Soccer 10,PC,7.0,2009,10,21,13276,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05
Dragon Age: Origins,PC,9.0,2009,11,3,3880,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.06,0.51
Call of Duty: Modern Warfare 2,PC,9.5,2009,11,10,2349,Shooter,Activision,0.01,0.79,0.0,0.09,0.89
LEGO Indiana Jones 2: The Adventure Continues,PC,6.0,2009,11,18,13191,Action,Activision,0.02,0.03,0.0,0.01,0.05
Torchlight,PC,8.6,2009,11,18,11748,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.02,0.07
The Sims 3: World Adventures,PC,8.3,2009,11,17,3455,Simulation,Electronic Arts,0.02,0.18,0.0,0.39,0.58
Left 4 Dead 2,PC,9.0,2009,11,16,5160,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.37
The Stronghold Collection,PC,7.0,2009,11,20,9638,Strategy,Take-Two Interactive,0.03,0.08,0.0,0.02,0.13
WorldShift,PC,5.0,2009,11,20,15574,Strategy,Playlogic Game Factory,0.02,0.0,0.0,0.0,0.02
Avatar: The Game,PC,6.8,2009,12,1,13432,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05
Mass Effect 2,PC,9.6,2010,1,22,4869,Role-Playing,Electronic Arts,0.01,0.32,0.0,0.07,0.4
Blood Bowl,PC,6.4,2010,1,29,13852,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04
Dark Void,PC,5.0,2010,1,20,15792,Action,Capcom,0.0,0.01,0.0,0.0,0.02
Divinity II: Ego Draconis,PC,7.0,2010,1,15,11721,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.08
Borderlands,PC,8.8,2010,2,26,8035,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18
Supreme Commander 2,PC,8.4,2010,3,3,7800,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19
Assassin's Creed II,PC,8.9,2010,3,12,3528,Action,Ubisoft,0.01,0.45,0.0,0.11,0.57
Napoleon: Total War,PC,8.9,2010,2,18,3075,Strategy,Sega,0.02,0.52,0.0,0.12,0.66
Star Trek Online,PC,6.8,2010,2,17,14984,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02
Battlefield: Bad Company 2,PC,8.9,2010,3,2,2858,Shooter,Electronic Arts,0.19,0.53,0.0,0.0,0.71
Just Cause 2,PC,8.8,2010,3,23,9549,Action,Square Enix,0.0,0.1,0.0,0.03,0.13
Command & Conquer 4: Tiberian Twilight,PC,7.4,2010,3,18,15821,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02
Metro 2033,PC,6.9,2010,3,19,6839,Shooter,THQ,0.0,0.19,0.0,0.05,0.24
The Settlers 7: Paths to a Kingdom,PC,6.0,2010,4,6,5621,Strategy,Ubisoft,0.0,0.26,0.0,0.06,0.32
Mount & Blade: Warband,PC,8.1,2010,4,13,15436,Role-Playing,Paradox Interactive,0.01,0.01,0.0,0.0,0.02
LEGO Harry Potter: Years 1-4,PC,8.5,2010,6,29,14963,Action,Warner Bros. Interactive Entertainment,0.01,0.01,0.0,0.0,0.02
Singularity,PC,7.0,2010,6,29,13136,Shooter,Mastertronic,0.0,0.04,0.0,0.01,0.05
Split/Second,PC,8.5,2010,5,25,13539,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04
Age of Conan: Rise of the Godslayer,PC,7.9,2010,6,1,14656,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03
Alpha Protocol,PC,6.3,2010,6,1,14053,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.04
Blur,PC,7.0,2010,6,2,12385,Racing,Activision,0.01,0.04,0.0,0.01,0.06
Prince of Persia: The Forgotten Sands,PC,8.0,2010,6,9,14241,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03
The Sims 3: Ambitions,PC,8.0,2010,6,1,4194,Simulation,Electronic Arts,0.0,0.29,0.0,0.18,0.47
Sniper: Ghost Warrior,PC,5.0,2010,7,7,8654,Shooter,City Interactive,0.0,0.13,0.0,0.03,0.16
Tom Clancy's Splinter Cell: Conviction,PC,8.5,2010,7,14,10349,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11
Kane & Lynch 2: Dog Days,PC,7.0,2010,8,25,11933,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07
Disciples III: Renaissance,PC,6.0,2010,8,31,15728,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
Mafia II,PC,7.0,2010,8,23,4841,Action,Take-Two Interactive,0.17,0.17,0.0,0.06,0.4
Fallout: New Vegas,PC,9.0,2010,10,19,1743,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.16
Lost Planet 2,PC,6.0,2010,10,18,14791,Shooter,Capcom,0.0,0.02,0.0,0.01,0.03
Sid Meier's Civilization V,PC,9.0,2010,9,20,1071,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.19,1.69
NBA 2K11,PC,8.0,2010,10,8,7881,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19
Front Mission Evolved,PC,6.0,2010,10,1,12873,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05
Medal of Honor,PC,6.5,2010,10,12,4050,Shooter,Electronic Arts,0.2,0.23,0.0,0.07,0.49
R.U.S.E.,PC,8.5,2010,9,24,6254,Strategy,Ubisoft,0.04,0.19,0.0,0.05,0.28
Darksiders,PC,8.0,2010,9,23,8795,Action,THQ,0.07,0.06,0.0,0.02,0.15
Worms Reloaded,PC,8.5,2010,9,30,13230,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05
Dead Rising 2,PC,8.0,2010,9,30,9255,Action,Capcom,0.1,0.02,0.0,0.01,0.14
FIFA Soccer 11,PC,8.0,2010,10,22,8096,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18
Need for Speed: Hot Pursuit,PC,9.0,2010,11,30,5073,Racing,Electronic Arts,0.12,0.2,0.0,0.06,0.38
James Bond 007: Blood Stone,PC,5.0,2010,11,2,15608,Shooter,Activision,0.02,0.0,0.0,0.0,0.02
Cities XL 2011,PC,7.0,2010,11,16,15034,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
Divinity II: Flames of Vengeance,PC,6.0,2010,12,9,14784,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.01,0.03
Bejeweled 3,PC,8.0,2010,12,7,11379,Puzzle,PopCap Games,0.02,0.05,0.0,0.01,0.08
Star Wars: The Force Unleashed II,PC,6.5,2010,10,27,14532,Action,LucasArts,0.03,0.0,0.0,0.0,0.03
Create,PC,6.0,2010,12,4,12549,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06
Dead Space 2,PC,9.0,2011,1,21,5575,Shooter,Electronic Arts,0.13,0.15,0.0,0.05,0.33
Dungeons,PC,6.5,2011,2,25,10841,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09
World of Warcraft: Cataclysm,PC,9.0,2010,12,22,801,Role-Playing,Activision,1.77,0.32,0.0,0.0,2.08
Breach,PC,6.0,2011,2,7,16588,Shooter,Destineer,0.01,0.0,0.0,0.0,0.01
Two Worlds II,PC,6.0,2011,2,3,7523,Role-Playing,Unknown,0.09,0.09,0.0,0.03,0.2
You Don't Know Jack,PC,6.0,2011,2,11,15978,Misc,Vivendi Games,0.01,0.0,0.0,0.0,0.02
Magicka,PC,7.0,2011,1,28,14704,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.01,0.03
Venetica,PC,6.0,2011,1,28,12922,Role-Playing,DTP Entertainment,0.0,0.04,0.0,0.01,0.05
DC Universe Online,PC,7.0,2011,1,28,6952,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.24
Bulletstorm,PC,8.0,2011,2,22,8618,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16
Homefront,PC,7.0,2011,3,15,6796,Shooter,THQ,0.11,0.1,0.0,0.03,0.24
Crysis 2,PC,9.0,2011,3,22,2781,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74
Dragon Age II,PC,8.5,2011,3,8,3156,Action,Electronic Arts,0.23,0.33,0.0,0.09,0.64
Assassin's Creed: Brotherhood,PC,8.0,2011,3,17,3392,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59
LEGO Star Wars III: The Clone Wars,PC,7.5,2011,3,23,6598,Action,LucasArts,0.1,0.13,0.0,0.03,0.26
Cities in Motion,PC,7.0,2011,3,22,12964,Simulation,Paradox Interactive,0.0,0.04,0.0,0.01,0.05
Total War: Shogun 2,PC,9.0,2011,3,16,3400,Strategy,Sega,0.19,0.31,0.0,0.09,0.59
Brink,PC,6.5,2011,5,10,8132,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18
Gray Matter,PC,7.5,2011,4,27,11211,Adventure,DTP Entertainment,0.02,0.05,0.0,0.01,0.09
Darkspore,PC,7.0,2011,4,26,9972,Role-Playing,Electronic Arts,0.07,0.03,0.0,0.01,0.12
Operation Flashpoint: Red River,PC,7.5,2011,4,21,11918,Shooter,Codemasters,0.01,0.04,0.0,0.01,0.07
Portal 2,PC,9.5,2011,4,18,2701,Shooter,Valve Software,0.33,0.32,0.0,0.11,0.76
Fable III,PC,6.0,2011,5,17,5700,Role-Playing,Microsoft Game Studios,0.09,0.17,0.0,0.05,0.32
Terraria,PC,9.0,2011,5,25,8846,Action,Unknown,0.0,0.13,0.0,0.02,0.15
Duke Nukem Forever,PC,5.5,2011,6,14,4764,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41
The Witcher 2: Assassins of Kings,PC,9.0,2011,5,24,2170,Action,Namco Bandai Games,0.25,0.56,0.0,0.15,0.96
The First Templar,PC,4.0,2011,5,24,11544,Action,Kalypso Media,0.06,0.01,0.0,0.01,0.08
Red Faction: Armageddon,PC,7.0,2011,6,13,11181,Shooter,THQ,0.05,0.02,0.0,0.01,0.09
Hunted: The Demon's Forge,PC,6.0,2011,6,3,12948,Action,Bethesda Softworks,0.03,0.01,0.0,0.01,0.05
Alice: Madness Returns,PC,6.5,2011,6,16,9789,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12
The Sims 3: Generations,PC,7.0,2011,5,31,3220,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63
F.E.A.R. 3,PC,8.0,2011,6,21,8727,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15
Dungeon Siege III,PC,6.5,2011,6,21,8251,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17
Trapped Dead,PC,4.0,2011,8,12,15420,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
World of Tanks,PC,7.5,2011,7,21,6034,Shooter,Wargaming.net,0.0,0.23,0.0,0.06,0.29
Age of Empires Online,PC,7.0,2011,8,24,12362,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06
Deus Ex: Human Revolution,PC,9.0,2011,8,23,3432,Shooter,Square Enix,0.25,0.25,0.0,0.09,0.59
Tropico 4,PC,8.5,2011,9,13,6343,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27
"Warhammer 40,000: Space Marine",PC,7.5,2011,9,8,7534,Shooter,THQ,0.09,0.09,0.0,0.03,0.2
Dead Island,PC,8.0,2011,9,7,7267,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22
IL-2 Sturmovik: Cliffs of Dover,PC,6.0,2011,9,6,12838,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05
Driver: San Francisco,PC,8.0,2011,8,26,8058,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18
The Sims Medieval: Pirates and Nobles,PC,5.5,2011,9,21,8824,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15
Red Orchestra 2: Heroes of Stalingrad,PC,8.0,2011,9,21,9316,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14
Call of Juarez: The Cartel,PC,4.5,2011,9,16,10248,Shooter,Ubisoft,0.05,0.05,0.0,0.01,0.11
Rage,PC,8.5,2011,10,4,5120,Shooter,Bethesda Softworks,0.14,0.18,0.0,0.06,0.37
Dead Rising 2: Off the Record,PC,7.0,2011,10,11,12481,Action,Capcom,0.04,0.02,0.0,0.01,0.06
A Game of Thrones: Genesis,PC,6.0,2011,10,14,14078,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04
The Binding of Isaac,PC,7.5,2011,10,11,14252,Action,Unknown,0.0,0.03,0.0,0.0,0.03
Battlefield 3,PC,9.0,2011,10,24,534,Shooter,Electronic Arts,0.89,1.43,0.0,0.48,2.79
Off-Road Drive,PC,5.0,2011,10,13,13726,Racing,1C Company,0.0,0.03,0.0,0.01,0.04
Football Manager 2012,PC,9.0,2011,10,17,1246,Sports,Sega,0.02,1.16,0.0,0.34,1.51
Might & Magic Heroes VI,PC,8.0,2011,10,25,5702,Role-Playing,Ubisoft,0.12,0.14,0.0,0.05,0.31
The Lord of the Rings: War in the North,PC,7.0,2011,11,1,7998,Action,Warner Bros. Interactive Entertainment,0.04,0.11,0.0,0.03,0.18
Dungeon Defenders,PC,8.5,2011,11,1,15270,Role-Playing,Unknown,0.02,0.0,0.0,0.0,0.02
Call of Duty: Modern Warfare 3,PC,9.0,2011,11,9,1039,Shooter,Activision,0.41,0.98,0.0,0.33,1.72
Sonic Generations,PC,8.5,2011,11,5,10268,Platform,Sega,0.02,0.07,0.0,0.02,0.11
Stronghold 3,PC,5.5,2011,11,4,8505,Strategy,N/A,0.06,0.1,0.0,0.0,0.16
Serious Sam 3: BFE,PC,7.0,2011,12,1,11521,Shooter,Mastertronic,0.01,0.05,0.0,0.01,0.08
The Elder Scrolls V: Skyrim,PC,9.5,2011,11,10,311,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88
Batman: Arkham City,PC,9.5,2011,11,29,3791,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53
Saints Row: The Third,PC,8.5,2011,11,21,5059,Action,THQ,0.16,0.16,0.0,0.06,0.38
Trine 2,PC,9.0,2011,12,19,13982,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04
Anno 2070,PC,8.5,2011,12,2,1322,Strategy,Ubisoft,0.0,1.13,0.0,0.32,1.45
Oil Rush,PC,6.5,2012,1,31,15352,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02
The Darkness II,PC,8.0,2012,2,7,9201,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14
Kingdoms of Amalur: Reckoning,PC,9.0,2012,2,7,5788,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.04,0.31
Mass Effect 3,PC,9.5,2012,3,12,2133,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.13,0.97
Alan Wake,PC,9.0,2012,2,15,12110,Action,Nordic Games,0.0,0.06,0.0,0.01,0.07
Rayman Origins,PC,9.5,2012,3,29,11605,Platform,Ubisoft,0.0,0.06,0.0,0.01,0.08
Syndicate,PC,7.5,2012,2,21,12528,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06
Risen 2: Dark Waters,PC,6.5,2012,4,23,7061,Role-Playing,Deep Silver,0.0,0.19,0.0,0.04,0.23
Max Payne 3,PC,9.0,2012,5,14,4535,Shooter,Take-Two Interactive,0.15,0.22,0.0,0.06,0.43
Diablo III,PC,9.5,2012,5,14,182,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2
Botanicula,PC,9.0,2012,4,26,14649,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03
The Secret World,PC,7.0,2012,7,25,8263,Role-Playing,Funcom,0.07,0.08,0.0,0.02,0.17
Crysis 3,PC,8.5,2013,2,19,3134,Shooter,Electronic Arts,0.17,0.39,0.0,0.09,0.64
BioShock Infinite,PC,9.5,2013,3,21,3036,Shooter,Take-Two Interactive,0.28,0.3,0.0,0.08,0.67
SimCity,PC,7.0,2013,3,13,14510,Simulation,Maxis,0.0,0.02,0.0,0.01,0.03
Aliens: Colonial Marines,PC,5.0,2013,2,12,8116,Shooter,Sega,0.1,0.06,0.0,0.02,0.18
StarCraft II: Heart of the Swarm,PC,8.6,2013,3,19,1094,Strategy,Activision,0.82,0.65,0.0,0.19,1.67
Sniper: Ghost Warrior 2,PC,5.0,2013,3,19,11312,Shooter,City Interactive,0.02,0.05,0.0,0.01,0.08
Defiance,PC,5.9,2013,4,17,7486,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21
Tomb Raider,PC,9.1,2013,2,25,2024,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03
Star Trek: The Game,PC,4.2,2013,4,26,14705,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.03
Metro: Last Light,PC,7.7,2013,5,14,7746,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19
Star Wars: The Old Republic,PC,9.0,2013,4,21,480,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97
Defiance,PC,5.9,2013,4,17,7486,Shooter,Trion Worlds,0.14,0.04,0.0,0.02,0.21
The Night of the Rabbit,PC,7.9,2013,6,7,13992,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.04
Tom Clancy's Splinter Cell: Blacklist,PC,9.2,2013,8,14,7828,Action,Ubisoft,0.04,0.13,0.0,0.03,0.19
Company of Heroes 2,PC,8.4,2013,6,26,5244,Strategy,THQ,0.06,0.25,0.0,0.05,0.36
Saints Row IV,PC,7.3,2013,8,14,7874,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19
Lost Planet 3,PC,6.2,2013,8,27,13688,Shooter,Capcom,0.0,0.03,0.0,0.01,0.04
Total War: Rome II,PC,8.8,2013,9,6,2730,Strategy,Sega,0.12,0.53,0.0,0.11,0.76
The Bureau: XCOM Declassified,PC,5.5,2013,8,20,12954,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05
FIFA 14,PC,9.0,2013,9,23,4505,Sports,Electronic Arts,0.01,0.36,0.0,0.06,0.43
ArmA III,PC,7.0,2013,9,19,9891,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.02,0.12
