title,platform,score,release_year,release_month,release_day,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
FIFA 14,Xbox 360,9.1,2013,12,2,257,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,86,37,4.3,576
Young Justice: Legacy,Xbox 360,4.8,2013,12,11,16127,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,4.9,15
Adventure Time: Explore the Dungeon Because I Don't Know!,Xbox 360,3.5,2013,12,6,11425,Action,D3Publisher,0.03,0.04,0.0,0.01,0.08,,,,
The LEGO Movie Videogame,Xbox 360,6.5,2014,2,13,1490,Action,Warner Bros. Interactive Entertainment,0.69,0.52,0.0,0.11,1.32,69,8,7.2,26
Lightning Returns: Final Fantasy XIII,Xbox 360,7.0,2014,2,11,6064,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,0.29,66,62,5.9,552
Earth Defense Force 2025,Xbox 360,6.5,2014,2,18,8838,Shooter,D3Publisher,0.06,0.04,0.05,0.01,0.15,69,28,7.5,52
Dragon Ball Z: Battle of Z,Xbox 360,6.6,2014,2,5,11514,Fighting,Namco Bandai Games,0.01,0.06,0.0,0.01,0.08,54,32,5.3,103
The LEGO Movie Videogame,Xbox One,6.5,2014,2,13,3884,Action,Warner Bros. Interactive Entertainment,0.34,0.13,0.0,0.04,0.51,69,8,7.2,26
South Park: The Stick of Truth,Xbox 360,9.0,2014,3,4,2179,Role-Playing,Ubisoft,0.57,0.3,0.0,0.08,0.95,85,31,8.5,575
Castlevania: Lords of Shadow 2,Xbox 360,6.5,2014,2,25,10491,Action,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1,63,55,7.8,528
Plants vs. Zombies: Garden Warfare,Xbox One,7.8,2014,2,25,2974,Shooter,Electronic Arts,0.39,0.23,0.0,0.06,0.68,69,6,7.3,121
Yaiba: Ninja Gaiden Z,Xbox 360,5.6,2014,3,18,13150,Action,Tecmo Koei,0.03,0.02,0.0,0.0,0.05,43,46,4.5,84
Metal Gear Solid V: Ground Zeroes,Xbox 360,8.0,2014,3,18,8755,Action,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15,75,70,6.2,1311
Metal Gear Solid V: Ground Zeroes,Xbox One,8.0,2014,3,18,6120,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.28,75,70,6.2,1311
Dark Souls II,Xbox 360,9.0,2014,3,11,2722,Role-Playing,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76,91,69,8.1,1107
Titanfall,Xbox One,8.9,2014,3,10,495,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9,86,68,6.4,2658
Titanfall,Xbox 360,8.9,2014,3,10,1405,Shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.38,86,68,6.4,2658
Kinect Sports Rivals,Xbox One,7.3,2014,4,7,3456,Sports,Microsoft Game Studios,0.3,0.22,0.02,0.04,0.58,60,53,5.1,144
2014 FIFA World Cup Brazil,Xbox 360,7.5,2014,4,17,4170,Sports,Electronic Arts,0.14,0.28,0.0,0.04,0.47,73,33,4.3,87
Trials Fusion,Xbox One,8.2,2014,4,16,6780,Racing,Ubisoft,0.12,0.1,0.0,0.02,0.24,79,51,7.2,244
EA Sports UFC,Xbox One,6.8,2014,6,19,4268,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.46,70,57,6.1,279
Murdered: Soul Suspect,Xbox One,5.5,2014,6,3,8574,Action,Square Enix,0.08,0.07,0.0,0.01,0.16,59,60,6.9,310
Watch Dogs,Xbox 360,8.4,2014,5,27,1541,Action,Ubisoft,0.72,0.45,0.01,0.11,1.28,80,80,6.3,2996
Watch Dogs,Xbox One,8.4,2014,5,27,1204,Action,Ubisoft,0.9,0.53,0.0,0.13,1.55,80,80,6.3,2996
Wolfenstein: The New Order,Xbox 360,7.8,2014,5,20,4704,Shooter,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41,79,73,8.1,1116
Wolfenstein: The New Order,Xbox One,7.8,2014,5,20,3020,Shooter,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67,79,73,8.1,1116
Madden NFL 15,Xbox One,8.7,2014,8,21,1243,Sports,Electronic Arts,1.3,0.09,0.0,0.12,1.51,81,37,6.1,208
Forza Horizon 2,Xbox One,9.0,2014,9,25,1418,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.09,1.37,86,85,8.2,977
FIFA 15,Xbox One,8.3,2014,9,23,762,Sports,Electronic Arts,0.6,1.41,0.0,0.14,2.15,82,47,5.7,988
Minecraft,Xbox One,9.7,2014,9,6,644,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41,,,,
Destiny,Xbox One,7.8,2014,9,3,411,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,76,95,6.1,5380
Destiny,Xbox 360,7.8,2014,9,3,873,Shooter,Activision,1.3,0.49,0.0,0.16,1.95,76,95,6.1,5380
The Evil Within,Xbox One,8.7,2014,10,16,3100,Action,Bethesda Softworks,0.35,0.25,0.0,0.05,0.65,75,65,7.3,1223
Borderlands: The Pre-Sequel,Xbox 360,8.0,2014,10,13,2759,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75,74,16,6.4,161
NBA 2K15,Xbox One,7.8,2014,10,10,1060,Sports,Take-Two Interactive,1.36,0.18,0.0,0.15,1.69,83,50,7,291
Project Spark,Xbox One,8.0,2014,10,7,8235,Misc,Microsoft Game Studios,0.11,0.05,0.0,0.02,0.17,73,26,7,151
Halo: The Master Chief Collection,Xbox One,9.0,2014,11,6,440,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,85,69,7.2,1267
Teenage Mutant Ninja Turtles: Danger of the Ooze,Xbox 360,5.0,2014,11,5,7224,Adventure,Activision,0.11,0.09,0.0,0.02,0.22,,,5.9,8
Alien: Isolation,Xbox One,5.9,2014,10,3,3997,Shooter,Sega,0.22,0.24,0.0,0.04,0.5,79,50,8.1,795
Call of Duty: Advanced Warfare,Xbox One,9.1,2014,11,3,194,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,83,39,5.7,1443
Call of Duty: Advanced Warfare,Xbox 360,9.1,2014,11,3,258,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,83,39,5.7,1443
NBA Live 15,Xbox One,5.5,2014,10,29,7511,Sports,Electronic Arts,0.17,0.02,0.0,0.02,0.2,59,24,5.6,86
WWE 2K15,Xbox 360,5.9,2014,10,28,2943,Sports,Take-Two Interactive,0.38,0.26,0.0,0.06,0.69,62,44,5.1,164
Pro Evolution Soccer 2015,Xbox 360,9.0,2014,11,14,8529,Sports,Konami Digital Entertainment,0.05,0.1,0.0,0.01,0.16,82,56,7.2,386
Pro Evolution Soccer 2015,Xbox One,9.0,2014,11,14,9315,Sports,Konami Digital Entertainment,0.02,0.1,0.0,0.01,0.14,82,56,7.2,386
Far Cry 4,Xbox 360,8.5,2014,11,14,2121,Shooter,Ubisoft,0.45,0.44,0.0,0.08,0.98,85,83,7.7,1653
Far Cry 4,Xbox One,8.5,2014,11,14,1149,Shooter,Ubisoft,0.79,0.68,0.01,0.13,1.61,85,83,7.7,1653
Dragon Age: Inquisition,Xbox One,8.8,2014,11,11,2294,Role-Playing,Electronic Arts,0.55,0.28,0.0,0.07,0.91,89,43,7.4,1984
WWE 2K15,Xbox One,7.0,2014,11,18,3615,Sports,Take-Two Interactive,0.28,0.23,0.0,0.04,0.56,62,44,5.1,164
Grand Theft Auto V,Xbox One,10.0,2014,11,17,198,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,97,66,8.3,2899
Sunset Overdrive,Xbox One,9.0,2015,1,12,1838,Shooter,Microsoft Game Studios,0.62,0.4,0.0,0.08,1.11,81,89,7.7,1137
Just Dance 2015,Xbox One,8.0,2014,12,9,3818,Misc,Ubisoft,0.35,0.13,0.0,0.05,0.53,,,8.4,5
Rugby 15,Xbox 360,2.0,2014,12,4,12912,Sports,Bigben Interactive,0.0,0.05,0.0,0.0,0.05,19,5,3.4,65
Rugby 15,Xbox One,2.0,2014,12,4,11243,Sports,Bigben Interactive,0.03,0.05,0.0,0.01,0.09,19,5,3.4,65
The Crew,Xbox One,6.0,2014,12,2,3221,Racing,Ubisoft,0.24,0.34,0.0,0.05,0.63,61,60,5.4,575
Evolve,Xbox One,9.0,2015,2,12,3254,Shooter,Take-Two Interactive,0.36,0.2,0.0,0.06,0.62,76,46,4.3,894
Dying Light,Xbox One,8.5,2015,1,27,2556,Action,Warner Bros. Interactive Entertainment,0.43,0.3,0.01,0.07,0.81,74,58,7.9,1287
The Witcher 3: Wild Hunt,Xbox One,9.3,2015,5,12,1607,Role-Playing,Namco Bandai Games,0.66,0.47,0.0,0.11,1.24,92,79,9.2,10179
Mortal Kombat X,Xbox One,8.4,2015,4,13,1446,Fighting,Warner Bros. Interactive Entertainment,1.0,0.21,0.0,0.13,1.35,83,81,7.7,836
Wolfenstein: The Old Blood,Xbox One,7.0,2015,5,8,8770,Action,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15,76,54,8,267
Borderlands: The Handsome Collection,Xbox One,8.4,2015,3,24,4771,Shooter,Take-Two Interactive,0.24,0.13,0.0,0.04,0.41,82,49,7.8,345
Project CARS,Xbox One,8.9,2015,5,6,7050,Racing,Slightly Mad Studios,0.08,0.13,0.0,0.02,0.23,83,37,6.6,363
Rory McIlroy PGA Tour,Xbox One,5.5,2015,7,14,6428,Action,Electronic Arts,0.15,0.09,0.0,0.02,0.27,61,33,3.7,78
Rare Replay,Xbox One,9.0,2015,8,4,2731,Misc,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75,84,75,7.7,325
Batman: Arkham Knight,Xbox One,9.2,2015,6,19,1319,Action,Warner Bros. Interactive Entertainment,0.86,0.46,0.0,0.13,1.45,87,89,7.6,2679
Fallout 4,Xbox One,9.5,2015,11,9,288,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,87,58,6.5,4228
Rise of the Tomb Raider,Xbox One,9.3,2015,11,9,1526,Adventure,Square Enix,0.53,0.64,0.02,0.1,1.3,86,102,8,1288
WWE 2K16,Xbox One,8.8,2015,10,30,3458,Sports,Take-Two Interactive,0.31,0.22,0.0,0.05,0.58,73,47,7.4,237
NBA Live 16,Xbox One,6.0,2015,10,6,10612,Sports,Electronic Arts,0.08,0.01,0.0,0.01,0.1,59,27,6.1,70
Just Cause 3,Xbox One,5.9,2015,12,4,2369,Action,Square Enix,0.42,0.38,0.0,0.07,0.88,73,42,6.5,403
Rock Band 4,Xbox One,8.8,2015,10,5,4512,Misc,Harmonix Music Systems,0.35,0.04,0.0,0.04,0.43,79,27,6.4,54
Halo 5: Guardians,Xbox One,9.0,2015,10,26,261,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,84,101,6.4,2438
FIFA 16,Xbox One,7.8,2015,9,22,417,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23,82,42,4.3,896
Guitar Hero Live,Xbox 360,7.9,2015,10,25,6922,Misc,Activision,0.12,0.1,0.0,0.02,0.24,80,69,6.2,160
Guitar Hero Live,Xbox One,7.9,2015,10,25,3944,Misc,Activision,0.29,0.17,0.0,0.05,0.51,80,69,6.2,160
Assassin's Creed Syndicate,Xbox One,8.2,2015,10,22,1545,Action,Ubisoft,0.61,0.56,0.0,0.11,1.28,76,86,6.8,1319
Destiny: The Taken King,Xbox One,9.0,2015,9,16,1739,Shooter,Activision,0.82,0.23,0.0,0.11,1.17,86,81,6,1079
NHL 16,Xbox One,7.8,2015,9,15,4202,Sports,Electronic Arts,0.37,0.05,0.0,0.05,0.47,78,28,5.5,157
Rugby League Live 3,Xbox One,6.5,2015,9,15,16455,Action,Tru Blu Entertainment,0.0,0.01,0.0,0.0,0.01,,,7.6,7
Transformers: Devastation,Xbox One,7.7,2015,10,9,9371,Action,Activision,0.09,0.03,0.0,0.01,0.13,77,50,7.5,160
Resident Evil Zero,Xbox One,6.5,2016,1,19,11805,Action,Capcom,0.05,0.02,0.0,0.01,0.07,,,,
Rocket League,Xbox One,8.0,2016,2,23,9713,Sports,505 Games,0.03,0.09,0.0,0.01,0.12,85,50,8.7,1290
Forza Motorsport 6,Xbox One,9.0,2015,9,8,1020,Racing,Microsoft Game Studios,0.69,0.89,0.03,0.14,1.74,87,85,7.9,863
Madden NFL 16,Xbox One,8.8,2015,8,25,646,Sports,Electronic Arts,2.07,0.08,0.0,0.26,2.4,83,37,5.9,180
Gears of War: Ultimate Edition,Xbox One,8.5,2015,8,24,468,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0,82,74,7.5,563
Metal Gear Solid V: The Phantom Pain,Xbox One,10.0,2015,8,24,2896,Action,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71,93,86,8.2,3943
FIFA 17,Xbox One,8.4,2016,9,22,1226,Sports,Electronic Arts,0.17,1.26,0.0,0.1,1.53,85,41,5,398
Forza Horizon 3,Xbox One,9.5,2016,9,20,5017,Racing,Microsoft Game Studios,0.15,0.2,0.0,0.03,0.38,91,90,7.4,594
Pro Evolution Soccer 2017,Xbox One,9.5,2016,9,13,14741,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.03,85,61,7.6,478
ReCore,Xbox One,7.3,2016,9,13,10816,Action,Microsoft Game Studios,0.06,0.03,0.0,0.01,0.1,63,75,6.6,445
NHL 17,Xbox One,8.4,2016,9,12,8753,Sports,Electronic Arts,0.13,0.01,0.0,0.02,0.15,78,26,5.8,67
Assetto Corsa,Xbox One,6.0,2016,8,31,16279,Racing,505 Games,0.0,0.01,0.0,0.0,0.01,73,35,6.2,70
TrackMania Turbo,Xbox One,8.4,2016,3,24,12581,Action,Ubisoft,0.02,0.03,0.0,0.0,0.06,81,52,7.9,110
EA Sports UFC 2,Xbox One,6.4,2016,3,17,4822,Sports,Electronic Arts,0.23,0.14,0.0,0.04,0.4,79,38,6.2,157
Tom Clancy's The Division,Xbox One,6.7,2016,3,17,847,Shooter,Ubisoft,1.2,0.62,0.0,0.18,2.01,80,64,7,2219
Quantum Break,Xbox One,8.0,2016,4,1,3929,Action,Microsoft Game Studios,0.27,0.19,0.01,0.04,0.51,77,106,6.8,1659
Mirror's Edge Catalyst,Xbox One,6.8,2016,6,6,8862,Platform,Electronic Arts,0.08,0.05,0.0,0.02,0.15,69,50,4.7,578
Plants vs. Zombies: Garden Warfare 2,Xbox One,8.2,2016,2,24,4432,Shooter,Electronic Arts,0.26,0.15,0.0,0.04,0.44,81,29,7.7,111
Battleborn,Xbox One,7.1,2016,5,6,9648,Shooter,Take-Two Interactive,0.08,0.04,0.0,0.01,0.13,68,55,6.8,402
One Piece: Burning Blood,Xbox One,6.5,2016,5,31,13765,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,66,45,7.8,49
Overwatch,Xbox One,9.4,2016,5,28,2446,Shooter,Activision,0.52,0.25,0.0,0.08,0.85,90,31,6.1,1358
Deus Ex: Mankind Divided,Xbox One,9.2,2016,8,19,8949,Role-Playing,Square Enix,0.08,0.06,0.0,0.01,0.15,84,59,7.6,511
7 Days to Die,Xbox One,4.9,2016,7,13,13652,Action,Telltale Games,0.02,0.02,0.0,0.0,0.04,45,16,5.9,140
