title,platform,score,release_year,release_month,release_day,Rank,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Neverwinter Nights 2,PC,8.5,2006,11,3,14873,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.03,82,46,6.5,565
1701 A.D.,PC,8.2,2006,10,30,5843,Simulation,Deep Silver,0.0,0.25,0.0,0.05,0.3,79,30,8.3,38
Need for Speed Carbon,PC,8.2,2006,10,27,13153,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.05,77,52,6.3,82
Warhammer: Mark of Chaos,PC,8.0,2006,11,10,14673,Strategy,Deep Silver,0.0,0.02,0.0,0.0,0.03,73,32,7.4,57
Medieval II: Total War,PC,8.8,2006,11,10,10848,Strategy,Sega,0.0,0.08,0.0,0.02,0.09,88,39,8.9,648
Stronghold Legends,PC,5.7,2006,10,27,15684,Strategy,Take-Two Interactive,0.0,0.01,0.0,0.0,0.02,57,19,7.2,44
Guild Wars: Nightfall,PC,8.4,2006,11,9,14732,Role-Playing,NCSoft,0.0,0.02,0.0,0.01,0.03,84,30,8.7,104
The Sims 2: Pets,PC,7.4,2006,10,26,13618,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,49,5,5.2,24
Marvel: Ultimate Alliance,PC,8.2,2006,10,25,16236,Role-Playing,Activision,0.01,0.0,0.0,0.0,0.01,82,68,7.5,120
Sid Meier's Railroads!,PC,8.0,2006,10,24,13858,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01,0.04,,,,
Microsoft Flight Simulator X,PC,7.0,2006,12,1,4550,Simulation,Microsoft Game Studios,0.02,0.34,0.0,0.07,0.43,80,28,7.6,95
Gothic 3,PC,4.9,2006,11,28,12752,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,63,39,7.3,519
Secret Files: Tunguska,PC,7.6,2006,12,4,13444,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.01,0.05,66,26,7.4,38
Star Trek: Legacy,PC,5.9,2006,12,11,15798,Simulation,Ubisoft,0.0,0.01,0.0,0.0,0.02,56,25,4,35
World of Warcraft: The Burning Crusade,PC,8.8,2007,1,30,289,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,91,46,7.9,785
Battlestations: Midway,PC,8.5,2007,1,30,16276,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,73,55,7.1,40
Supreme Commander,PC,9.0,2007,2,16,13340,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,86,44,8.3,263
Deal or No Deal,PC,3.1,2007,2,15,16516,Misc,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01,,,7.5,8
Silent Hunter: Wolves of the Pacific,PC,8.8,2007,3,21,13308,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.05,79,22,6.9,40
The Sims 2: Seasons,PC,8.9,2007,3,20,12001,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07,78,20,7.3,29
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,8.2,2007,3,19,12624,Shooter,THQ,0.01,0.04,0.0,0.01,0.06,82,44,8.4,1088
IL-2 Sturmovik: 1946,PC,8.1,2007,3,23,13506,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,86,9,8.8,115
Test Drive Unlimited,PC,8.0,2007,4,3,15124,Racing,Atari,0.0,0.02,0.0,0.0,0.02,80,18,7.3,29
Spider-Man 3,PC,4.7,2007,5,8,15305,Platform,Activision,0.02,0.0,0.0,0.0,0.02,50,14,6.5,28
Resident Evil 4,PC,7.7,2007,5,25,14483,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03,,,,
Halo 2,PC,7.5,2007,6,5,10818,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,0.1,72,32,5.6,216
Harry Potter and the Order of the Phoenix,PC,7.3,2007,6,28,13876,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,51,15,4.9,19
Overlord,PC,8.0,2007,7,9,15147,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02,76,47,8.3,70
Call of Juarez,PC,6.8,2007,7,18,16013,Shooter,Ubisoft,0.0,0.01,0.0,0.0,0.01,72,25,7.8,223
BioShock,PC,9.7,2007,8,17,4691,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,96,88,8.9,2249
World in Conflict,PC,9.3,2007,9,7,14020,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,89,44,8.1,301
Combat Mission: Shock Force,PC,5.2,2007,9,12,14267,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,62,15,3.3,86
Medal of Honor: Airborne,PC,7.9,2007,9,4,12831,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05,75,16,7.6,39
The Sims 2: Bon Voyage,PC,8.0,2007,10,1,14770,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.03,74,9,7.3,24
The Settlers: Rise of an Empire,PC,6.5,2007,10,1,14943,Strategy,Ubisoft,0.01,0.01,0.0,0.0,0.02,66,19,7.7,44
Company of Heroes: Opposing Fronts,PC,8.8,2007,9,28,13705,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,87,36,8.6,235
Enemy Territory: Quake Wars,PC,8.5,2007,10,2,15898,Shooter,Activision,0.01,0.0,0.0,0.0,0.02,84,55,8.3,231
Spider-Man: Friend or Foe,PC,4.9,2007,10,5,16224,Action,Activision,0.01,0.0,0.0,0.0,0.01,55,12,tbd,
Neverwinter Nights 2: Mask of the Betrayer,PC,8.5,2007,10,15,16011,Role-Playing,Atari,0.0,0.01,0.0,0.0,0.01,82,25,8.8,182
The Orange Box,PC,9.5,2007,10,9,9064,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,96,54,8.9,797
The Witcher,PC,8.5,2007,10,29,12467,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,81,50,8.8,1116
Age of Empires III: The Asian Dynasties,PC,8.0,2007,10,23,12179,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.07,81,19,8.5,71
Clive Barker's Jericho,PC,5.6,2007,10,26,16436,Shooter,Codemasters,0.0,0.01,0.0,0.0,0.01,63,46,7.4,70
TimeShift,PC,7.6,2007,10,30,16290,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,70,58,7.9,63
F.E.A.R. Perseus Mandate,PC,5.9,2007,11,6,16245,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01,61,27,7.3,106
Hellgate: London,PC,6.8,2007,11,5,15332,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02,70,40,6.3,374
Call of Duty 4: Modern Warfare,PC,9.4,2007,11,5,1771,Shooter,Activision,0.0,1.12,0.0,0.03,1.15,94,70,8.4,1320
Gears of War,PC,8.7,2007,11,7,15784,Shooter,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.02,87,36,7.8,567
Crysis,PC,9.4,2007,11,12,2857,Shooter,Electronic Arts,0.0,0.69,0.0,0.03,0.72,91,56,8,1970
Supreme Commander: Forged Alliance,PC,8.6,2007,11,9,13854,Strategy,THQ,0.01,0.02,0.0,0.01,0.04,81,35,8.9,219
Empire Earth III,PC,5.4,2007,11,16,13774,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,50,40,2.8,53
Guitar Hero III: Legends of Rock,PC,8.5,2007,11,13,16048,Misc,Aspyr,0.01,0.0,0.0,0.0,0.01,82,24,8.2,46
Unreal Tournament III,PC,9.0,2007,11,21,12398,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06,86,42,7.7,127
SimCity Societies,PC,5.8,2007,11,13,15017,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,63,27,4.3,95
Pirates of the Burning Sea,PC,8.2,2008,2,12,15568,Role-Playing,Koch Media,0.0,0.01,0.0,0.0,0.02,76,30,7.6,61
Sins of a Solar Empire,PC,8.9,2008,2,15,14468,Strategy,Pinnacle,0.0,0.02,0.0,0.01,0.03,87,52,8.2,275
Rail Simulator,PC,7.0,2008,2,25,16180,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.01,72,13,6.9,24
Conflict: Denied Ops,PC,4.0,2008,2,25,16259,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,0.01,52,35,4.9,22
Lost: Via Domus,PC,5.5,2008,2,29,15702,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02,55,50,6.4,58
Frontlines: Fuel of War,PC,7.8,2008,2,26,15108,Shooter,THQ,0.0,0.02,0.0,0.0,0.02,75,55,7.8,77
Imperium Romanum,PC,6.0,2008,3,24,15965,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02,63,19,7.5,24
Jack Keane,PC,7.5,2008,4,28,14571,Adventure,Kalypso Media,0.0,0.02,0.0,0.0,0.03,69,25,7,21
Tom Clancy's Rainbow Six: Vegas 2,PC,7.7,2008,4,21,15007,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,82,66,7.8,176
Turok,PC,7.0,2008,4,24,15983,Action,Touchstone,0.0,0.01,0.0,0.0,0.01,69,63,7.1,120
Command & Conquer 3: Kane's Wrath,PC,7.9,2008,3,25,15604,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02,,,,
Mass Effect,PC,9.2,2008,5,27,3003,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.09,0.68,89,45,8.6,2386
Kung Fu Panda,PC,7.4,2008,6,9,15035,Action,Activision,0.0,0.02,0.0,0.0,0.02,75,42,7.4,32
LEGO Indiana Jones: The Original Adventures,PC,8.0,2008,5,29,13597,Action,LucasArts,0.02,0.02,0.0,0.01,0.04,77,60,7.5,66
Stronghold Crusader Extreme,PC,4.8,2008,6,10,15029,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02,45,11,6.8,45
Alone in the Dark,PC,3.5,2008,7,8,16396,Adventure,Atari,0.0,0.01,0.0,0.0,0.01,58,53,5.7,162
Devil May Cry 4,PC,8.0,2008,7,23,13640,Action,Capcom,0.01,0.02,0.0,0.01,0.04,84,63,8.2,311
Legend: Hand of God,PC,6.0,2008,8,25,15222,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,57,9,5.8,19
Spore,PC,8.8,2008,9,4,1719,Strategy,Electronic Arts,0.03,1.06,0.0,0.09,1.17,84,75,5.3,1711
The Sims 2: Apartment Life,PC,7.7,2008,9,8,11084,Simulation,Electronic Arts,0.0,0.07,0.0,0.02,0.09,75,10,7.7,19
FlatOut: Ultimate Carnage,PC,7.8,2008,9,12,16248,Racing,Empire Interactive,0.0,0.01,0.0,0.0,0.01,79,16,7.7,127
S.T.A.L.K.E.R.: Clear Sky,PC,7.3,2008,9,5,14023,Shooter,Deep Silver,0.0,0.03,0.0,0.01,0.04,75,47,7.7,478
Peggle Nights,PC,8.4,2008,9,25,15592,Puzzle,PopCap Games,0.0,0.01,0.0,0.0,0.02,76,15,8.1,24
LEGO Batman: The Videogame,PC,7.7,2008,9,24,12574,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,76,49,7.9,75
4 Elements,PC,8.0,2008,9,19,12825,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05,,,7.4,19
So Blonde,PC,6.8,2008,10,13,15212,Adventure,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,,,,
Brothers in Arms: Hell's Highway,PC,7.9,2008,10,7,15026,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,76,48,8,70
Warhammer Online: Age of Reckoning,PC,9.0,2008,10,9,14948,Role-Playing,GOA,0.0,0.02,0.0,0.0,0.02,86,54,7.9,374
World of Goo,PC,9.0,2008,10,20,14013,Puzzle,2D Boy,0.0,0.03,0.0,0.01,0.04,90,26,8.5,607
Dead Space,PC,8.7,2008,10,23,3384,Action,Electronic Arts,0.0,0.53,0.0,0.06,0.59,88,67,8.8,545
Fallout 3,PC,9.6,2008,10,27,2105,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.99,93,84,8.5,1655
FIFA Soccer 09,PC,7.2,2008,10,22,15208,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,87,42,7.5,108
Far Cry 2,PC,8.9,2008,10,21,4078,Action,Ubisoft,0.01,0.45,0.0,0.03,0.49,85,75,6.7,288
Spider-Man: Web of Shadows,PC,5.3,2008,10,30,15260,Action,Activision,0.0,0.02,0.0,0.0,0.02,68,57,8.6,87
X3: Terran Conflict,PC,8.0,2008,10,29,14712,Simulation,Deep Silver,0.0,0.02,0.0,0.01,0.03,73,16,7.9,222
Bejeweled Twist,PC,7.4,2008,11,6,13045,Puzzle,PopCap Games,0.01,0.04,0.0,0.01,0.05,78,12,7.3,11
Bully: Scholarship Edition,PC,7.8,2008,10,28,14797,Action,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,80,56,8.3,154
Command & Conquer: Red Alert 3,PC,8.2,2008,10,28,3042,Strategy,Electronic Arts,0.01,0.64,0.0,0.02,0.67,,,,
Sacred 2: Fallen Angel,PC,7.5,2008,11,12,12479,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,71,41,6.9,203
Call of Duty: World at War,PC,9.2,2008,11,11,7951,Shooter,Activision,0.02,0.13,0.0,0.03,0.19,84,84,7.6,580
Left 4 Dead,PC,9.0,2008,11,17,15092,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,89,67,7.9,1309
Sniper: Art of Victory,PC,3.0,2008,11,14,4064,Shooter,City Interactive,0.0,0.45,0.0,0.03,0.49,36,7,3.6,16
MySims,PC,7.0,2008,11,21,14731,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.03,70,12,6.4,8
Agatha Christie: Death on the Nile,PC,5.3,2008,11,19,15614,Adventure,Big Fish Games,0.0,0.01,0.0,0.0,0.02,,,tbd,
Madagascar: Escape 2 Africa,PC,4.3,2008,11,17,16447,Action,Activision,0.01,0.0,0.0,0.0,0.01,55,6,tbd,
World of Warcraft: Wrath of the Lich King,PC,9.0,2008,11,26,1488,Role-Playing,Activision,0.01,0.13,0.0,1.18,1.32,91,47,7.5,930
Legendary,PC,2.5,2008,12,5,15544,Shooter,Atari,0.0,0.01,0.0,0.0,0.02,47,39,7.1,87
Grand Theft Auto IV,PC,9.2,2008,12,2,2359,Action,Take-Two Interactive,0.01,0.79,0.0,0.08,0.88,98,86,7.9,2951
Worldwide Soccer Manager 2009,PC,7.9,2008,12,18,1763,Simulation,Sega,0.0,1.14,0.0,0.01,1.15,83,29,8.1,30
Mount & Blade,PC,8.0,2008,12,17,15177,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,,,,
NHL 09,PC,5.5,2008,12,11,15446,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,88,41,8.4,61
A Vampyre Story,PC,7.6,2008,12,12,15827,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.02,75,33,8.5,25
Saints Row 2,PC,6.3,2009,1,6,13906,Action,THQ,0.0,0.03,0.0,0.01,0.04,72,24,6.8,380
GTR Evolution,PC,8.5,2009,1,5,14503,Racing,Atari,0.0,0.02,0.0,0.01,0.03,83,19,8.2,63
Mirror's Edge,PC,8.5,2009,1,13,12705,Platform,Electronic Arts,0.0,0.05,0.0,0.01,0.06,81,44,8.1,1026
The Lord of the Rings: Conquest,PC,7.0,2009,1,16,14857,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.03,54,45,7.1,57
Burnout Paradise: The Ultimate Box,PC,8.4,2009,2,3,10721,Racing,Electronic Arts,0.0,0.08,0.0,0.01,0.1,87,26,7.5,435
F.E.A.R. 2: Project Origin,PC,8.3,2009,2,10,11919,Shooter,Warner Bros. Interactive Entertainment,0.01,0.05,0.0,0.01,0.07,77,68,8,114
Empire: Total War,PC,9.5,2009,2,27,1884,Strategy,Sega,0.01,0.97,0.0,0.11,1.09,90,62,6.9,2981
Drakensang: The Dark Eye,PC,7.6,2009,2,23,15858,Role-Playing,Eidos Interactive,0.01,0.0,0.0,0.0,0.02,,,,
"Warhammer 40,000: Dawn of War II",PC,9.0,2009,2,17,4182,Strategy,THQ,0.0,0.45,0.0,0.02,0.47,85,67,8.1,1502
Tom Clancy's EndWar,PC,7.0,2009,3,3,15090,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02,68,24,6.7,42
Grey's Anatomy: The Video Game,PC,6.0,2009,3,11,15112,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,65,4,tbd,
The Chronicles of Riddick: Assault on Dark Athena,PC,7.4,2009,3,31,16286,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01,82,67,8.2,73
Ceville,PC,9.0,2009,3,27,15049,Action,Kalypso Media,0.0,0.02,0.0,0.0,0.02,73,17,8.2,21
Tom Clancy's HAWX,PC,6.7,2009,3,18,13485,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,73,64,7.3,51
Men of War,PC,8.0,2009,3,17,14302,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03,80,22,8.1,136
The Last Remnant,PC,6.8,2009,3,20,16028,Role-Playing,Square Enix,0.0,0.01,0.0,0.0,0.01,66,23,8.3,240
Stormrise,PC,2.1,2009,4,3,15294,Strategy,Sega,0.0,0.02,0.0,0.0,0.02,51,28,5.3,20
Braid,PC,8.8,2009,4,13,14529,Platform,Number None,0.0,0.02,0.0,0.01,0.03,90,11,8.6,819
Monsters vs. Aliens,PC,5.0,2009,4,3,14630,Action,Activision,0.01,0.01,0.0,0.0,0.03,47,8,tbd,
Company of Heroes: Tales of Valor,PC,7.0,2009,4,14,13635,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,70,42,7.2,204
BattleForge,PC,6.6,2009,4,1,16189,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01,75,37,7,112
The Chronicles of Riddick: Assault on Dark Athena,PC,7.4,2009,3,31,16286,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01,82,67,8.2,73
Demigod,PC,7.5,2009,4,17,14976,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,76,50,7.9,183
Elven Legacy,PC,7.7,2009,4,15,15872,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,71,27,7.1,38
Plants vs. Zombies,PC,9.0,2009,5,5,13034,Strategy,PopCap Games,0.0,0.04,0.0,0.01,0.05,87,41,8.9,891
Battlestations: Pacific,PC,7.7,2009,5,19,14872,Strategy,Eidos Interactive,0.0,0.02,0.0,0.0,0.03,76,48,7.4,41
The Sims 3,PC,8.9,2009,6,1,84,Simulation,Electronic Arts,0.98,6.42,0.0,0.71,8.11,86,75,7.6,886
Damnation,PC,2.5,2009,6,15,16580,Shooter,Codemasters,0.0,0.01,0.0,0.0,0.01,36,36,2.8,40
Still Life 2,PC,7.5,2009,6,17,15770,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.02,67,15,5.7,54
Overlord II,PC,6.3,2009,6,25,14217,Action,Codemasters,0.0,0.03,0.0,0.01,0.03,75,60,7.2,46
Harry Potter and the Half-Blood Prince,PC,7.5,2009,7,2,14416,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.03,60,35,6,8
Fuel,PC,5.1,2009,7,8,15193,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,66,45,7,45
ArmA II,PC,7.8,2009,7,2,9048,Shooter,505 Games,0.0,0.12,0.0,0.03,0.14,77,38,7.5,589
Ice Age: Dawn of the Dinosaurs,PC,6.5,2009,7,8,15130,Action,Activision,0.02,0.0,0.0,0.0,0.02,54,4,tbd,
Call of Juarez: Bound in Blood,PC,7.7,2009,6,30,14222,Shooter,Ubisoft,0.0,0.03,0.0,0.01,0.03,78,47,7.8,91
Dawn of Discovery,PC,8.2,2009,7,15,4938,Simulation,Ubisoft,0.0,0.32,0.0,0.07,0.39,82,32,8.8,132
East India Company,PC,7.7,2009,7,30,16073,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.01,67,28,5.7,49
Trine,PC,8.2,2009,8,6,16512,Action,Nobilis,0.0,0.01,0.0,0.0,0.01,80,50,8.2,488
Hearts of Iron III,PC,8.5,2009,8,13,11993,Strategy,Paradox Interactive,0.01,0.04,0.0,0.01,0.07,77,23,7.1,233
Wolfenstein,PC,7.3,2009,8,20,13408,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,71,58,7.4,77
Red Faction: Guerrilla,PC,8.0,2009,9,16,14207,Shooter,THQ,0.0,0.03,0.0,0.01,0.03,85,84,8.1,237
Majesty 2: The Fantasy Kingdom Sim,PC,7.5,2009,9,15,15877,Simulation,Paradox Interactive,0.01,0.0,0.0,0.0,0.02,72,31,7.3,129
Section 8,PC,8.0,2009,9,8,14450,Shooter,SouthPeak Games,0.01,0.01,0.0,0.0,0.03,69,49,7.3,59
Batman: Arkham Asylum,PC,9.3,2009,9,11,5608,Action,Eidos Interactive,0.0,0.27,0.0,0.05,0.32,91,70,8.9,1122
Resident Evil 5,PC,9.3,2009,9,10,12096,Action,Capcom,0.01,0.04,0.0,0.01,0.07,84,76,7.5,667
Order of War,PC,8.0,2009,9,25,15252,Strategy,Square Enix,0.0,0.01,0.0,0.0,0.02,69,39,7.3,73
Mini Ninjas,PC,8.0,2009,10,6,15444,Action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,79,9,8.3,12
Risen,PC,8.6,2009,10,9,9110,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14,60,37,6.4,77
Operation Flashpoint: Dragon Rising,PC,8.2,2009,10,8,13183,Shooter,Codemasters,0.01,0.03,0.0,0.01,0.05,77,47,7.8,112
Tropico 3,PC,8.4,2009,10,16,13430,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.05,75,33,6.6,22
Machinarium,PC,8.1,2009,10,20,10176,Adventure,Daedalic,0.0,0.09,0.0,0.02,0.11,85,47,8.8,526
FIFA Soccer 10,PC,7.0,2009,10,21,13276,Sports,Electronic Arts,0.0,0.04,0.0,0.01,0.05,91,56,7.6,203
Dragon Age: Origins,PC,9.0,2009,11,3,3880,Role-Playing,Electronic Arts,0.0,0.46,0.0,0.06,0.51,86,68,7.9,725
Call of Duty: Modern Warfare 2,PC,9.5,2009,11,10,2349,Shooter,Activision,0.01,0.79,0.0,0.09,0.89,94,100,6.3,2698
LEGO Indiana Jones 2: The Adventure Continues,PC,6.0,2009,11,18,13191,Action,Activision,0.02,0.03,0.0,0.01,0.05,72,13,6.1,14
Torchlight,PC,8.6,2009,11,18,11748,Role-Playing,JoWood Productions,0.0,0.06,0.0,0.02,0.07,83,57,8,794
The Sims 3: World Adventures,PC,8.3,2009,11,17,3455,Simulation,Electronic Arts,0.02,0.18,0.0,0.39,0.58,81,31,8,72
Left 4 Dead 2,PC,9.0,2009,11,16,5160,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.37,89,76,8.6,681
